trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,reimbursement_per_day,log1p_reimbursement_per_day,miles_x_duration,receipts_x_duration,miles_x_receipts,miles_per_receipt,receipts_per_mile,preds,day_bucket,predicted_output,error
1,59.0,8.31,120.65,59.0,8.31,120.65,4.801148069229532,59.0,8.31,490.29,7.099879663056558,0.14084745762711864,140.88671875,1-2,140.89,20.23999999999998
2,89.0,13.85,234.2,44.5,6.925,117.1,4.771531723203316,178.0,27.7,1232.6499999999999,6.425992779783393,0.1556179775280899,236.55978393554688,1-2,236.56,2.3600000000000136
2,147.0,17.43,325.56,73.5,8.715,162.78,5.098524063842042,294.0,34.86,2562.21,8.433734939759036,0.11857142857142856,314.5053405761719,1-2,314.51,11.050000000000011
5,130.0,306.9,574.1,26.0,61.379999999999995,114.82000000000001,4.752037261797644,650.0,1534.5,39897.0,0.42359074617139136,2.3607692307692307,570.4789428710938,3-5,570.48,3.6200000000000045
5,173.0,1337.9,1443.96,34.6,267.58000000000004,288.79200000000003,5.669163424260554,865.0,6689.5,231456.7,0.12930712310337095,7.733526011560694,1372.5277099609375,3-5,1372.53,71.43000000000006
5,592.0,433.75,869.0,118.4,86.75,173.8,5.163642463221435,2960.0,2168.75,256780.0,1.3648414985590778,0.7326858108108109,885.4075927734375,3-5,885.41,16.409999999999968
5,679.0,476.08,1030.41,135.8,95.216,206.08200000000002,5.33311485009021,3395.0,2380.4,323258.32,1.4262308855654513,0.7011487481590574,990.5882568359375,3-5,990.59,39.82000000000005
5,708.0,1129.52,1654.62,141.6,225.904,330.924,5.8049060270486486,3540.0,5647.6,799700.16,0.6268149302358524,1.595367231638418,1622.14599609375,3-5,1622.15,32.4699999999998
5,261.0,464.94,621.12,52.2,92.988,124.224,4.830104133585921,1305.0,2324.7,121349.34,0.5613627564847077,1.7813793103448277,704.91455078125,3-5,704.91,83.78999999999996
5,794.0,511.0,1139.94,158.8,102.2,227.988,5.433669600434495,3970.0,2555.0,405734.0,1.553816046966732,0.6435768261964736,1076.52490234375,3-5,1076.52,63.42000000000007
5,521.0,1448.55,1624.01,104.2,289.71,324.802,5.786289834884523,2605.0,7242.75,754694.5499999999,0.35967001484242866,2.7803262955854127,1626.810791015625,3-5,1626.81,2.7999999999999545
5,595.0,863.93,1231.67,119.0,172.786,246.334,5.510739649913428,2975.0,4319.65,514038.35,0.6887132059310361,1.4519831932773108,1273.0120849609375,3-5,1273.01,41.33999999999992
5,811.0,952.39,1608.6,162.2,190.478,321.71999999999997,5.776785074205901,4055.0,4761.95,772388.29,0.8515419103518517,1.1743403205918619,1591.8309326171875,3-5,1591.83,16.769999999999982
5,477.0,704.42,1045.96,95.4,140.884,209.192,5.348021398727152,2385.0,3522.1,336008.33999999997,0.6771528349564181,1.4767714884696015,981.9364013671875,3-5,981.94,64.01999999999998
5,730.0,485.73,991.49,146.0,97.146,198.298,5.294801192045466,3650.0,2428.65,354582.9,1.502892553476211,0.6653835616438356,977.6591186523438,3-5,977.66,13.830000000000041
5,262.0,1173.79,1485.59,52.4,234.75799999999998,297.118,5.697489381283087,1310.0,5868.95,307532.98,0.2232085807512417,4.480114503816794,1429.2640380859375,3-5,1429.26,56.32999999999993
5,446.0,219.98,788.62,89.2,43.995999999999995,157.724,5.0671668448319105,2230.0,1099.8999999999999,98111.08,2.0274570415492317,0.4932286995515695,785.9437866210938,3-5,785.94,2.67999999999995
5,751.0,407.43,1063.46,150.2,81.486,212.692,5.364535725966906,3755.0,2037.15,305979.93,1.843261419139484,0.5425166444740346,984.1542358398438,3-5,984.15,79.31000000000006
5,324.0,128.94,686.54,64.8,25.788,137.308,4.929483082261659,1620.0,644.7,41776.56,2.5127966496044674,0.39796296296296296,721.0509643554688,3-5,721.05,34.50999999999999
5,414.0,967.0,1368.94,82.8,193.4,273.788,5.615999891272443,2070.0,4835.0,400338.0,0.4281282316442606,2.3357487922705316,1357.8616943359375,3-5,1357.86,11.080000000000155
5,367.0,290.78,742.25,73.4,58.15599999999999,148.45,5.006961888729947,1835.0,1453.8999999999999,106716.26,1.2621225668890572,0.7923160762942778,767.798583984375,3-5,767.8,25.549999999999955
5,764.0,848.75,1468.46,152.8,169.75,293.692,5.685930743124759,3820.0,4243.75,648445.0,0.9001472754050074,1.1109293193717278,1419.2830810546875,3-5,1419.28,49.180000000000064
5,249.0,873.75,1185.24,49.8,174.75,237.048,5.4724723340089305,1245.0,4368.75,217563.75,0.2849785407725322,3.5090361445783134,1161.522705078125,3-5,1161.52,23.720000000000027
8,862.0,1817.85,1719.37,107.75,227.23125,214.92125,5.37491375787417,6896.0,14542.8,1566986.7,0.47418653904337543,2.108874709976798,1732.024658203125,6-10,1732.02,12.650000000000091
11,927.0,1994.33,1779.12,84.27272727272727,181.30272727272725,161.7381818181818,5.092142662895554,10197.0,21937.629999999997,1848743.91,0.46481775834490785,2.151380798274002,1810.4993896484375,11+,1810.5,31.38000000000011
9,602.0,186.69,1085.4,66.88888888888889,20.743333333333332,120.60000000000001,4.800736969532067,5418.0,1680.21,112387.38,3.224596925384327,0.31011627906976746,1021.013427734375,6-10,1021.01,64.3900000000001
8,610.0,208.29,841.27,76.25,26.03625,105.15875,4.664935615274901,4880.0,1666.32,127056.9,2.9286091507033465,0.3414590163934426,889.0479125976562,6-10,889.05,47.77999999999997
12,333.0,1103.21,1618.13,27.75,91.93416666666667,134.84416666666667,4.911508395433805,3996.0,13238.52,367368.93,0.3018464299634702,3.312942942942943,1602.4913330078125,11+,1602.49,15.6400000000001
8,435.0,1129.65,1525.26,54.375,141.20625,190.6575,5.25570992489858,3480.0,9037.2,491397.75000000006,0.3850750232372859,2.596896551724138,1517.74951171875,6-10,1517.75,7.509999999999991
9,218.0,1203.45,1561.63,24.22222222222222,133.71666666666667,173.51444444444445,5.16200751440265,1962.0,10831.050000000001,262352.10000000003,0.1811458722838506,5.520412844036698,1543.440185546875,6-10,1543.44,18.190000000000055
12,781.0,1159.18,1752.72,65.08333333333333,96.59833333333334,146.06,4.990840666768076,9372.0,13910.16,905319.5800000001,0.6737521351300056,1.484225352112676,1741.4454345703125,11+,1741.45,11.269999999999982
11,916.0,1036.91,2098.07,83.27272727272727,94.26454545454546,190.73363636363638,5.2561070982154146,10076.0,11406.01,949809.56,0.8833939300421444,1.1319978165938867,2060.484130859375,11+,2060.48,37.590000000000146
10,358.0,2066.62,1624.11,35.8,206.66199999999998,162.411,5.096268499621494,3580.0,20666.199999999997,739849.96,0.1732297180904085,5.77268156424581,1590.9461669921875,6-10,1590.95,33.159999999999854
12,566.0,2013.7,1752.03,47.166666666666664,167.80833333333334,146.0025,4.990449593436844,6792.0,24164.4,1139754.2,0.28107463872473554,3.557773851590106,1780.4034423828125,11+,1780.4,28.37000000000012
9,954.0,1483.39,2024.2,106.0,164.82111111111112,224.91111111111113,5.420141608236528,8586.0,13350.51,1415154.06,0.6431214987292619,1.554916142557652,2000.3359375,6-10,2000.34,23.860000000000127
9,534.0,1929.94,1624.87,59.333333333333336,214.4377777777778,180.5411111111111,5.20148213555519,4806.0,17369.46,1030587.9600000001,0.2766925396644455,3.614119850187266,1607.416259765625,6-10,1607.42,17.449999999999818
12,765.0,1343.97,1953.03,63.75,111.9975,162.7525,5.098356141574392,9180.0,16127.64,1028137.05,0.5692091341324583,1.7568235294117647,1932.39208984375,11+,1932.39,20.639999999999873
8,630.0,967.69,1388.05,78.75,120.96125,173.50625,5.161960557619993,5040.0,7741.52,609644.7000000001,0.6510349388750529,1.536015873015873,1418.7376708984375,6-10,1418.74,30.690000000000055
10,909.0,696.0,1505.19,90.9,69.6,150.519,5.020711029627183,9090.0,6960.0,632664.0,1.3060344827586208,0.7656765676567657,1521.6968994140625,6-10,1521.7,16.50999999999999
10,223.0,745.89,1037.45,22.3,74.589,103.745,4.651528824966109,2230.0,7458.9,166333.47,0.29897169823968683,3.344798206278027,1052.0875244140625,6-10,1052.09,14.639999999999873
8,467.0,1178.71,1483.33,58.375,147.33875,185.41625,5.227982076563288,3736.0,9429.68,550457.5700000001,0.39619584121624485,2.5240042826552465,1482.0133056640625,6-10,1482.01,1.3199999999999363
9,708.0,461.07,1110.6,78.66666666666667,51.23,123.39999999999999,4.823502180305079,6372.0,4149.63,326437.56,1.5355585919708505,0.651228813559322,1103.7445068359375,6-10,1103.74,6.8599999999999
9,885.0,1764.97,1694.37,98.33333333333333,196.10777777777778,188.26333333333332,5.243139343380518,7965.0,15884.73,1561998.45,0.5014249533986413,1.994316384180791,1700.51513671875,6-10,1700.52,6.150000000000091
6,855.0,591.35,1339.72,142.5,98.55833333333334,223.28666666666666,5.412924995562526,5130.0,3548.1000000000004,505604.25,1.4458442546715142,0.6916374269005848,1311.369140625,6-10,1311.37,28.350000000000136
2,993.0,54.24,715.19,496.5,27.12,357.595,5.882193617961724,1986.0,108.48,53860.32,18.307522123893804,0.05462235649546828,690.546875,1-2,690.55,24.6400000000001
5,685.0,747.14,1216.36,137.0,149.428,243.272,5.498282358514587,3425.0,3735.7,511790.89999999997,0.9168295098642825,1.0907153284671534,1263.89208984375,3-5,1263.89,47.5300000000002
3,981.0,341.45,813.95,327.0,113.81666666666666,271.31666666666666,5.606965604808723,2943.0,1024.35,334962.45,2.87304144091375,0.34806320081549436,778.157958984375,3-5,778.16,35.79000000000008
5,770.0,873.33,1502.49,154.0,174.666,300.498,5.708763382646068,3850.0,4366.650000000001,672464.1,0.8816827545143302,1.1341948051948052,1468.632080078125,3-5,1468.63,33.8599999999999
6,697.0,651.64,1237.71,116.16666666666667,108.60666666666667,206.285,5.334094657923558,4182.0,3909.84,454193.08,1.0696089865569947,0.9349210903873745,1257.96044921875,6-10,1257.96,20.25
3,795.0,450.85,743.94,265.0,150.28333333333333,247.98000000000002,5.51737257195364,2385.0,1352.5500000000002,358425.75,1.7633359210380393,0.5671069182389937,756.6235961914062,3-5,756.62,12.67999999999995
3,606.0,1184.23,1364.54,202.0,394.74333333333334,454.84666666666664,6.122156495657278,1818.0,3552.69,717643.38,0.5117249183013435,1.954174917491749,1390.530029296875,3-5,1390.53,25.99000000000001
3,842.0,865.37,1251.14,280.6666666666667,288.45666666666665,417.0466666666667,6.03559306903639,2526.0,2596.11,728641.54,0.9729942105688896,1.0277553444180523,1212.0953369140625,3-5,1212.1,39.04000000000019
7,748.0,241.73,971.31,106.85714285714286,34.53285714285714,138.75857142857143,4.939916444169177,5236.0,1692.11,180814.03999999998,3.094361477681711,0.323168449197861,1025.737060546875,6-10,1025.74,54.430000000000064
7,624.0,148.16,905.79,89.14285714285714,21.165714285714284,129.39857142857142,4.870595694130176,4368.0,1037.12,92451.84,4.211663066954643,0.23743589743589744,891.6190185546875,6-10,891.62,14.169999999999959
2,713.0,740.33,1048.28,356.5,370.165,524.14,6.263664893709055,1426.0,1480.66,527855.29,0.9630840300946875,1.0383309957924265,1010.3074340820312,1-2,1010.31,37.97000000000003
3,874.0,1191.4,1515.99,291.3333333333333,397.1333333333334,505.33,6.227188630627521,2622.0,3574.2000000000003,1041283.6000000001,0.7335907335907336,1.3631578947368421,1499.1241455078125,3-5,1499.12,16.87000000000012
6,761.0,530.19,1120.1,126.83333333333333,88.36500000000001,186.6833333333333,5.2347561454749245,4566.0,3181.1400000000003,403474.59,1.4353345027254378,0.6967017082785809,1161.8284912109375,6-10,1161.83,41.73000000000002
1,815.0,97.89,539.36,815.0,97.89,539.36,6.292235584101481,815.0,97.89,79780.35,8.325671672285218,0.12011042944785276,553.4949340820312,1-2,553.49,14.129999999999995
1,601.0,497.7,644.12,601.0,497.7,644.12,6.469436346002895,601.0,497.7,299117.7,1.2075547518585494,0.8281198003327787,639.2333374023438,1-2,639.23,4.889999999999986
7,817.0,1127.87,1809.91,116.71428571428571,161.1242857142857,258.55857142857144,5.558982385918171,5719.0,7895.089999999999,921469.7899999999,0.7243742629913023,1.380501835985312,1836.9156494140625,6-10,1836.92,27.00999999999999
1,606.0,923.0,1050.05,606.0,923.0,1050.05,6.957544943484653,606.0,923.0,559338.0,0.656554712892741,1.523102310231023,1054.4215087890625,1-2,1054.42,4.370000000000118
1,909.0,741.82,866.07,909.0,741.82,866.07,6.765119711699015,909.0,741.82,674314.38,1.2253646437141084,0.8160836083608362,874.5894775390625,1-2,874.59,8.519999999999982
3,624.0,1160.92,1459.34,208.0,386.97333333333336,486.44666666666666,6.189180882743696,1872.0,3482.76,724414.0800000001,0.5375047376218861,1.8604487179487181,1414.3472900390625,3-5,1414.35,44.99000000000001
4,650.0,619.49,676.38,162.5,154.8725,169.095,5.136357104495951,2600.0,2477.96,402668.5,1.0492501896721496,0.9530615384615385,790.8976440429688,3-5,790.9,114.51999999999998
6,204.0,818.99,628.4,34.0,136.49833333333333,104.73333333333333,4.660920201092583,1224.0,4913.9400000000005,167073.96,0.24908729044310676,4.014656862745098,827.3131713867188,6-10,827.31,198.90999999999997
1,263.0,396.49,198.42,263.0,396.49,198.42,5.295413153400647,263.0,396.49,104276.87,0.6633206386037479,1.5075665399239544,251.269775390625,1-2,251.27,52.85000000000002
1,451.0,555.49,162.18,451.0,555.49,162.18,5.094853886000654,451.0,555.49,250525.99,0.8118958037048372,1.2316851441241685,260.3372497558594,1-2,260.34,98.15999999999997
10,424.0,474.99,831.96,42.4,47.499,83.196,4.433147414181596,4240.0,4749.9,201395.76,0.8926503715867702,1.1202594339622642,867.8643798828125,6-10,867.86,35.89999999999998
2,565.0,389.49,415.96,282.5,194.745,207.98,5.342238553605965,1130.0,778.98,220061.85,1.4506149066728284,0.6893628318584071,493.96124267578125,1-2,493.96,78.0
9,397.0,348.49,913.29,44.111111111111114,38.721111111111114,101.47666666666666,4.629635130387604,3573.0,3136.41,138350.53,1.1392005509483774,0.877808564231738,895.7755126953125,6-10,895.78,17.50999999999999
1,532.0,413.99,355.57,532.0,413.99,355.57,5.876530574015723,532.0,413.99,220242.68,1.2850551945699171,0.7781766917293234,375.4315185546875,1-2,375.43,19.860000000000014
2,384.0,495.49,290.36,192.0,247.745,145.18,4.984838739052246,768.0,990.98,190268.16,0.774990413530041,1.2903385416666666,349.34832763671875,1-2,349.35,58.99000000000001
5,754.0,489.99,765.13,150.8,97.998,153.026,5.037121419332083,3770.0,2449.95,369452.46,1.538806914426825,0.6498541114058356,932.9230346679688,3-5,932.92,167.78999999999996
1,344.46,813.85,707.88,344.46,813.85,707.88,6.563686259739047,344.46,813.85,280338.771,0.42324752718559927,2.3626836207397086,689.7109375,1-2,689.71,18.16999999999996
3,906.3,540.03,848.42,302.09999999999997,180.01,282.8066666666667,5.648293255171205,2718.8999999999996,1620.09,489429.18899999995,1.678240097772346,0.5958622972525653,869.60400390625,3-5,869.6,21.180000000000064
3,1007.56,187.52,764.64,335.8533333333333,62.50666666666667,254.88,5.544708584581937,3022.68,562.5600000000001,188937.6512,5.373080204778156,0.1861129858271468,801.1690063476562,3-5,801.17,36.52999999999997
1,359.62,221.15,255.57,359.62,221.15,255.57,5.5474015318626,359.62,221.15,79529.963,1.6261361067148994,0.6149546743785107,268.08526611328125,1-2,268.09,12.519999999999982
1,362.79,749.19,636.51,362.79,749.19,636.51,6.457569963184063,362.79,749.19,271798.6401,0.4842429824210147,2.0650789713057143,652.124755859375,1-2,652.12,15.610000000000014
1,288.72,159.26,303.94,288.72,159.26,303.94,5.720115035943761,288.72,159.26,45981.5472,1.8128845912344596,0.5516070933776669,296.6451721191406,1-2,296.65,7.2900000000000205
2,782.17,830.72,1165.44,391.085,415.36,582.72,6.369421415799545,1564.34,1661.44,649764.2624,0.941556721879815,1.0620709053019166,1172.8238525390625,1-2,1172.82,7.379999999999882
2,623.18,347.54,625.15,311.59,173.77,312.575,5.748038565910738,1246.36,695.08,216579.9772,1.7931173390113366,0.5576879874193653,606.4464721679688,1-2,606.45,18.699999999999932
3,1061.15,388.5,693.36,353.7166666666667,129.5,231.12,5.447254479322408,3183.4500000000003,1165.5,412256.775,2.7314028314028316,0.3661122367243085,737.673828125,3-5,737.67,44.309999999999945
1,252.75,285.5,331.74,252.75,285.5,331.74,5.807361404231597,252.75,285.5,72160.125,0.8852889667250438,1.129574678536103,294.8536071777344,1-2,294.85,36.889999999999986
3,1020.39,250.62,779.08,340.13,83.54,259.6933333333333,5.563344748435012,3061.17,751.86,255730.1418,4.071462772324635,0.24561197189309972,746.7931518554688,3-5,746.79,32.29000000000008
1,257.97,816.81,738.01,257.97,816.81,738.01,6.605311452656377,257.97,816.81,210712.4757,0.31582620193190586,3.166298406791487,728.2554931640625,1-2,728.26,9.75
3,1025.03,592.55,992.4,341.6766666666667,197.51666666666665,330.8,5.8045323777563445,3075.09,1777.6499999999999,607381.5264999999,1.7298624588642308,0.5780806415421987,958.5510864257812,3-5,958.55,33.85000000000002
2,794.32,402.31,671.06,397.16,201.155,335.53,5.818687298156949,1588.64,804.62,319562.8792,1.9743978524023764,0.5064835330849028,654.828125,1-2,654.83,16.229999999999905
1,276.85,485.54,361.66,276.85,485.54,361.66,5.893465756225879,276.85,485.54,134421.749,0.57018989166701,1.7538016976702184,340.310791015625,1-2,340.31,21.350000000000023
2,851.68,473.96,650.68,425.84,236.98,325.34,5.787939782662924,1703.36,947.92,403662.25279999996,1.7969448898641236,0.5565000939319933,682.9476318359375,1-2,682.95,32.270000000000095
3,859.12,611.07,960.47,286.37333333333333,203.69000000000003,320.1566666666667,5.771929062219984,2577.36,1833.21,524982.4584,1.4059273078370726,0.7112743272185492,960.5029907226562,3-5,960.5,0.029999999999972715
3,1317.07,476.87,787.42,439.0233333333333,158.95666666666668,262.4733333333333,5.573952161089141,3951.21,1430.6100000000001,628071.1709,2.761905760479795,0.36206883461015743,803.0003051757812,3-5,803.0,15.580000000000041
1,388.1,827.37,741.46,388.1,827.37,741.46,6.609968997171832,388.1,827.37,321102.297,0.46907671295792697,2.1318474619943313,761.6868896484375,1-2,761.69,20.230000000000018
1,264.39,758.27,636.19,264.39,758.27,636.19,6.457067884252985,264.39,758.27,200479.0053,0.3486752739789257,2.8679980332085178,635.4342651367188,1-2,635.43,0.7600000000001046
5,198.21,594.83,807.48,39.642,118.96600000000001,161.496,5.090653386082213,991.0500000000001,2974.15,117901.25430000002,0.3332212564934519,3.001009030825892,678.8192138671875,3-5,678.82,128.65999999999997
6,72.85,457.75,666.59,12.141666666666666,76.29166666666667,111.09833333333334,4.719376462289921,437.09999999999997,2746.5,33347.087499999994,0.15914800655379574,6.283459162663006,667.5536499023438,6-10,667.55,0.9599999999999227
8,297.64,481.09,835.08,37.205,60.13625,104.385,4.65762031098901,2381.12,3848.72,143191.62759999998,0.6186784177596708,1.6163486090579222,833.618408203125,6-10,833.62,1.4600000000000364
7,237.33,1262.27,1452.17,33.90428571428571,180.3242857142857,207.45285714285714,5.339712910842884,1661.3100000000002,8835.89,299574.5391,0.18801841127492536,5.318628070618969,1457.4432373046875,6-10,1457.44,5.269999999999982
5,195.73,1228.49,511.23,39.146,245.698,102.24600000000001,4.637114490170597,978.65,6142.45,240452.34769999998,0.15932567623668079,6.276452255658305,752.1295776367188,3-5,752.13,240.89999999999998
8,276.28,1179.9,1522.6,34.535,147.4875,190.325,5.253973552695984,2210.24,9439.2,325982.772,0.23415543690143228,4.270667438830173,1501.3277587890625,6-10,1501.33,21.269999999999982
8,302.24,1046.04,1353.77,37.78,130.755,169.22125,5.137099061459756,2417.92,8368.32,316155.1296,0.2889373255324844,3.460958178930651,1370.1148681640625,6-10,1370.11,16.339999999999918
8,266.87,252.08,880.41,33.35875,31.51,110.05125,4.709991806467991,2134.96,2016.64,67272.5896,1.0586718502062837,0.9445797579345749,839.2949829101562,6-10,839.29,41.120000000000005
9,310.69,239.64,828.16,34.52111111111111,26.626666666666665,92.01777777777778,4.532790633785558,2796.21,2156.7599999999998,74453.75159999999,1.2964863962610582,0.771315459139335,832.8798828125,6-10,832.88,4.720000000000027
6,222.08,709.07,1031.34,37.013333333333335,118.17833333333334,171.89,5.152655554116684,1332.48,4254.42,157470.2656,0.3131989789442509,3.192858429394813,926.35107421875,6-10,926.35,104.9899999999999
8,264.94,720.67,1019.85,33.1175,90.08375,127.48125,4.855782979291846,2119.52,5765.36,190934.3098,0.36763012196983363,2.7201253113912585,1010.8143920898438,6-10,1010.81,9.040000000000077
8,161.15,1230.37,1499.24,20.14375,153.79625,187.405,5.238593901068234,1289.2,9842.96,198274.1255,0.13097686061916336,7.634936394663356,1487.600830078125,6-10,1487.6,11.6400000000001
9,259.96,554.74,835.54,28.88444444444444,61.63777777777778,92.83777777777777,4.541567523094849,2339.64,4992.66,144210.21039999998,0.468615928182572,2.1339436836436376,842.9568481445312,6-10,842.96,7.420000000000073
9,97.85,518.56,850.57,10.872222222222222,57.617777777777775,94.50777777777779,4.559207686869652,880.65,4667.039999999999,50741.09599999999,0.1886956186362234,5.299540112416964,807.179443359375,6-10,807.18,43.3900000000001
9,194.34,1054.93,1374.9,21.593333333333334,117.21444444444445,152.76666666666668,5.035436301895666,1749.06,9494.37,205015.09620000003,0.18422075398367663,5.428270042194093,1409.08203125,6-10,1409.08,34.179999999999836
9,332.35,374.61,830.45,36.92777777777778,41.623333333333335,92.27222222222223,4.535522338146188,2991.15,3371.4900000000002,124501.63350000001,0.887189343583994,1.1271551075673236,842.8651123046875,6-10,842.87,12.419999999999959
5,126.44,696.14,845.35,25.288,139.228,169.07,5.136210117004322,632.2,3480.7,88019.94159999999,0.18163013187002613,5.505694400506169,829.3369140625,3-5,829.34,16.00999999999999
5,66.13,848.03,1050.25,13.225999999999999,169.606,210.05,5.352095072228508,330.65,4240.15,56080.2239,0.077980731813733,12.823680629063965,1023.19873046875,3-5,1023.2,27.049999999999955
6,135.34,1144.13,1478.11,22.55666666666667,190.68833333333336,246.35166666666666,5.510811075741442,812.04,6864.780000000001,154846.5542,0.11829075367309658,8.453746120880746,1466.3157958984375,6-10,1466.32,11.789999999999964
6,233.7,346.98,648.57,38.949999999999996,57.830000000000005,108.09500000000001,4.692219062274614,1402.1999999999998,2081.88,81089.226,0.6735258516340998,1.4847240051347883,683.4240112304688,6-10,683.42,34.84999999999991
9,849.0,1007.41,1785.47,94.33333333333333,111.93444444444444,198.38555555555556,5.295240415363023,7641.0,9066.69,855291.09,0.8427551840859233,1.1865842167255594,1796.2490234375,6-10,1796.25,10.779999999999973
6,806.0,1760.64,1718.76,134.33333333333334,293.44,286.46,5.661083720123085,4836.0,10563.84,1419075.84,0.4577880770628862,2.184416873449132,1759.9481201171875,6-10,1759.95,41.190000000000055
8,891.0,1194.36,2016.46,111.375,149.295,252.0575,5.533616735632259,7128.0,9554.88,1064174.76,0.7460062292776048,1.3404713804713804,2037.0390625,6-10,2037.04,20.579999999999927
9,1182.0,1342.24,2164.15,131.33333333333334,149.13777777777779,240.4611111111111,5.486708429529996,10638.0,12080.16,1586527.68,0.8806174752652283,1.1355668358714044,2192.223876953125,6-10,2192.22,28.06999999999971
7,1010.0,1514.03,2063.98,144.28571428571428,216.29,294.8542857142857,5.689867055123191,7070.0,10598.21,1529170.3,0.6670937828180419,1.499039603960396,2036.56982421875,6-10,2036.57,27.410000000000082
8,892.0,1768.53,1902.37,111.5,221.06625,237.79625,5.475610677877557,7136.0,14148.24,1577528.76,0.5043736888828575,1.9826569506726457,1885.1505126953125,6-10,1885.15,17.2199999999998
6,825.0,1692.73,1817.77,137.5,282.12166666666667,302.96166666666664,5.716901596964163,4950.0,10156.380000000001,1396502.25,0.4873783769413905,2.0517939393939395,1772.337158203125,6-10,1772.34,45.430000000000064
8,1118.0,1758.52,1852.47,139.75,219.815,231.55875,5.449142881279175,8944.0,14068.16,1966025.3599999999,0.6357618906807998,1.5729159212880144,1843.6766357421875,6-10,1843.68,8.789999999999964
8,1064.0,1756.52,1857.04,133.0,219.565,232.13,5.451596237889261,8512.0,14052.16,1868937.28,0.6057431740031426,1.6508646616541354,1864.9222412109375,6-10,1864.92,7.880000000000109
6,811.0,1252.04,1771.8,135.16666666666666,208.67333333333332,295.3,5.691372454579519,4866.0,7512.24,1015404.44,0.647742883613942,1.543822441430333,1760.53076171875,6-10,1760.53,11.269999999999982
7,889.0,1417.96,1826.08,127.0,202.56571428571428,260.86857142857144,5.567842742130971,6223.0,9925.720000000001,1260566.44,0.6269570368698694,1.595005624296963,1811.4268798828125,6-10,1811.43,14.649999999999864
