trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,reimbursement_per_day,log1p_reimbursement_per_day,miles_x_duration,receipts_x_duration,miles_x_receipts,miles_per_receipt,receipts_per_mile,miles_per_day_x_receipts_per_day,miles_per_day_x_miles_per_receipt,miles_per_day_x_receipts_per_mile,receipts_per_day_x_miles_per_receipt,receipts_per_day_x_receipts_per_mile,miles_per_receipt_x_receipts_per_mile,predicted_output,error
5,173.0,1337.9,1443.96,34.6,267.58000000000004,288.79200000000003,5.669163424260554,865.0,6689.5,231456.7,0.12930712310337095,7.733526011560694,9258.268000000002,4.474026459376635,267.58000000000004,34.6,2069.3368901734107,1.0,1163.4,280.55999999999995
5,592.0,433.75,869.0,118.4,86.75,173.8,5.163642463221435,2960.0,2168.75,256780.0,1.3648414985590778,0.7326858108108109,10271.2,161.5972334293948,86.75000000000001,118.39999999999999,63.56049408783784,1.0,981.6,112.60000000000002
5,679.0,476.08,1030.41,135.8,95.216,206.08200000000002,5.33311485009021,3395.0,2380.4,323258.32,1.4262308855654513,0.7011487481590574,12930.3328,193.6821542597883,95.216,135.8,66.7605792047128,1.0,1049.65,19.24000000000001
5,708.0,1129.52,1654.62,141.6,225.904,330.924,5.8049060270486486,3540.0,5647.6,799700.16,0.6268149302358524,1.595367231638418,31988.0064,88.7569941213967,225.90399999999997,141.6,360.3998390960452,1.0,1317.79,336.8299999999999
5,261.0,464.94,621.12,52.2,92.988,124.224,4.830104133585921,1305.0,2324.7,121349.34,0.5613627564847077,1.7813793103448277,4853.9736,29.303135888501743,92.98800000000001,52.199999999999996,165.64689931034482,1.0,802.24,181.12
5,794.0,511.0,1139.94,158.8,102.2,227.988,5.433669600434495,3970.0,2555.0,405734.0,1.553816046966732,0.6435768261964736,16229.360000000002,246.74598825831706,102.20000000000002,158.8,65.77355163727961,1.0,1129.82,10.120000000000118
5,521.0,1448.55,1624.01,104.2,289.71,324.802,5.786289834884523,2605.0,7242.75,754694.5499999999,0.35967001484242866,2.7803262955854127,30187.782,37.47761554658107,289.71,104.2,805.4883310940498,1.0,1360.31,263.70000000000005
5,595.0,863.93,1231.67,119.0,172.786,246.334,5.510739649913428,2975.0,4319.65,514038.35,0.6887132059310361,1.4519831932773108,20561.534,81.9568715057933,172.786,119.00000000000001,250.88236803361343,1.0,1157.86,73.81000000000017
5,811.0,952.39,1608.6,162.2,190.478,321.71999999999997,5.776785074205901,4055.0,4761.95,772388.29,0.8515419103518517,1.1743403205918619,30895.5316,138.12009785907034,190.47799999999998,162.20000000000002,223.68599558569667,1.0,1302.27,306.3299999999999
5,477.0,704.42,1045.96,95.4,140.884,209.192,5.348021398727152,2385.0,3522.1,336008.33999999997,0.6771528349564181,1.4767714884696015,13440.3336,64.6003804548423,140.884,95.39999999999999,208.05347438155133,0.9999999999999999,1029.46,16.5
5,730.0,485.73,991.49,146.0,97.146,198.298,5.294801192045466,3650.0,2428.65,354582.9,1.502892553476211,0.6653835616438356,14183.316,219.4223128075268,97.146,146.0,64.63935147945206,0.9999999999999999,1083.08,91.58999999999992
5,262.0,1173.79,1485.59,52.4,234.75799999999998,297.118,5.697489381283087,1310.0,5868.95,307532.98,0.2232085807512417,4.480114503816794,12301.319199999998,11.696129631365064,234.758,52.39999999999999,1051.742720687023,1.0,1127.04,358.54999999999995
5,446.0,219.98,788.62,89.2,43.995999999999995,157.724,5.0671668448319105,2230.0,1099.8999999999999,98111.08,2.0274570415492317,0.4932286995515695,3924.4431999999997,180.84916810619148,43.996,89.19999999999999,21.70008986547085,1.0,800.02,11.399999999999977
5,751.0,407.43,1063.46,150.2,81.486,212.692,5.364535725966906,3755.0,2037.15,305979.93,1.843261419139484,0.5425166444740346,12239.1972,276.85786515475047,81.48599999999999,150.20000000000002,44.20751129161118,0.9999999999999999,1064.74,1.2799999999999727
5,324.0,128.94,686.54,64.8,25.788,137.308,4.929483082261659,1620.0,644.7,41776.56,2.5127966496044674,0.39796296296296296,1671.0624,162.82922289436948,25.788,64.80000000000001,10.26266888888889,1.0,679.14,7.399999999999977
5,414.0,967.0,1368.94,82.8,193.4,273.788,5.615999891272443,2070.0,4835.0,400338.0,0.4281282316442606,2.3357487922705316,16013.52,35.449017580144776,193.4,82.80000000000001,451.73381642512084,1.0,1108.56,260.3800000000001
5,367.0,290.78,742.25,73.4,58.15599999999999,148.45,5.006961888729947,1835.0,1453.8999999999999,106716.26,1.2621225668890572,0.7923160762942778,4268.6503999999995,92.63979640965681,58.156,73.4,46.07793373297002,1.0,784.93,42.67999999999995
5,764.0,848.75,1468.46,152.8,169.75,293.692,5.685930743124759,3820.0,4243.75,648445.0,0.9001472754050074,1.1109293193717278,25937.800000000003,137.54250368188514,169.75000000000003,152.8,188.5802519633508,1.0,1239.9,228.55999999999995
5,249.0,873.75,1185.24,49.8,174.75,237.048,5.4724723340089305,1245.0,4368.75,217563.75,0.2849785407725322,3.5090361445783134,8702.55,14.191931330472103,174.75,49.800000000000004,613.2040662650603,1.0,983.63,201.61
8,862.0,1817.85,1719.37,107.75,227.23125,214.92125,5.37491375787417,6896.0,14542.8,1566986.7,0.47418653904337543,2.108874709976798,24484.1671875,51.093599581923705,227.23125,107.75,479.20223644141527,0.9999999999999999,1746.61,27.24000000000001
11,927.0,1994.33,1779.12,84.27272727272727,181.30272727272725,161.7381818181818,5.092142662895554,10197.0,21937.629999999997,1848743.91,0.46481775834490785,2.151380798274002,15278.875289256195,39.17146018052087,181.30272727272725,84.27272727272727,390.05120612925367,1.0,1909.4,130.2800000000002
9,602.0,186.69,1085.4,66.88888888888889,20.743333333333332,120.60000000000001,4.800736969532067,5418.0,1680.21,112387.38,3.224596925384327,0.31011627906976746,1387.4985185185185,215.68970545348498,20.743333333333332,66.88888888888889,6.432845348837209,1.0,1113.33,27.929999999999836
8,610.0,208.29,841.27,76.25,26.03625,105.15875,4.664935615274901,4880.0,1666.32,127056.9,2.9286091507033465,0.3414590163934426,1985.2640625,223.30644774113017,26.03625,76.25,8.89031231557377,1.0,1072.17,230.9000000000001
12,333.0,1103.21,1618.13,27.75,91.93416666666667,134.84416666666667,4.911508395433805,3996.0,13238.52,367368.93,0.3018464299634702,3.312942942942943,2551.1731250000003,8.376238431486298,91.93416666666667,27.75,304.57264867367365,0.9999999999999999,1428.62,189.51000000000022
8,435.0,1129.65,1525.26,54.375,141.20625,190.6575,5.25570992489858,3480.0,9037.2,491397.75000000006,0.3850750232372859,2.596896551724138,7678.089843750001,20.93845438852742,141.20625,54.375,366.6980237068966,1.0,1323.41,201.8499999999999
9,218.0,1203.45,1561.63,24.22222222222222,133.71666666666667,173.51444444444445,5.16200751440265,1962.0,10831.050000000001,262352.10000000003,0.1811458722838506,5.520412844036698,3238.9148148148147,4.3877555730977145,133.71666666666667,24.22222222222222,738.1712041284404,1.0,1289.31,272.32000000000016
12,781.0,1159.18,1752.72,65.08333333333333,96.59833333333334,146.06,4.990840666768076,9372.0,13910.16,905319.5800000001,0.6737521351300056,1.484225352112676,6286.941527777778,43.8500347947112,96.59833333333333,65.08333333333333,143.37369530516432,0.9999999999999999,1665.43,87.28999999999996
11,916.0,1036.91,2098.07,83.27272727272727,94.26454545454546,190.73363636363638,5.2561070982154146,10076.0,11406.01,949809.56,0.8833939300421444,1.1319978165938867,7849.665785123966,73.5626218107822,94.26454545454547,83.27272727272727,106.70725963676064,1.0,1660.65,437.4200000000001
10,358.0,2066.62,1624.11,35.8,206.66199999999998,162.411,5.096268499621494,3580.0,20666.199999999997,739849.96,0.1732297180904085,5.77268156424581,7398.499599999998,6.201623907636623,206.66199999999998,35.8,1192.9939174301674,0.9999999999999999,1713.72,89.61000000000013
12,566.0,2013.7,1752.03,47.166666666666664,167.80833333333334,146.0025,4.990449593436844,6792.0,24164.4,1139754.2,0.28107463872473554,3.557773851590106,7914.959722222222,13.25735379318336,167.80833333333334,47.166666666666664,597.0241004122497,0.9999999999999999,1819.2,67.17000000000007
9,954.0,1483.39,2024.2,106.0,164.82111111111112,224.91111111111113,5.420141608236528,8586.0,13350.51,1415154.06,0.6431214987292619,1.554916142557652,17471.03777777778,68.17087886530176,164.82111111111112,106.0,256.2830063009551,0.9999999999999999,1720.65,303.54999999999995
9,534.0,1929.94,1624.87,59.333333333333336,214.4377777777778,180.5411111111111,5.20148213555519,4806.0,17369.46,1030587.9600000001,0.2766925396644455,3.614119850187266,12723.30814814815,16.417090686757103,214.4377777777778,59.333333333333336,775.0038292967125,1.0,1695.74,70.87000000000012
12,765.0,1343.97,1953.03,63.75,111.9975,162.7525,5.098356141574392,9180.0,16127.64,1028137.05,0.5692091341324583,1.7568235294117647,7139.840625,36.28708230094422,111.9975,63.75,196.7598432352941,1.0,1707.23,245.79999999999995
8,630.0,967.69,1388.05,78.75,120.96125,173.50625,5.161960557619993,5040.0,7741.52,609644.7000000001,0.6510349388750529,1.536015873015873,9525.698437500001,51.26900143641042,120.96125,78.75,185.7984000198413,1.0,1362.47,25.579999999999927
10,909.0,696.0,1505.19,90.9,69.6,150.519,5.020711029627183,9090.0,6960.0,632664.0,1.3060344827586208,0.7656765676567657,6326.64,118.71853448275864,69.60000000000001,90.89999999999999,53.29108910891089,1.0000000000000002,1521.24,16.049999999999955
10,223.0,745.89,1037.45,22.3,74.589,103.745,4.651528824966109,2230.0,7458.9,166333.47,0.29897169823968683,3.344798206278027,1663.3347,6.667068870745017,74.589,22.3,249.48515340807177,1.0,1151.8,114.34999999999991
8,467.0,1178.71,1483.33,58.375,147.33875,185.41625,5.227982076563288,3736.0,9429.68,550457.5700000001,0.39619584121624485,2.5240042826552465,8600.899531250001,23.127932230998294,147.33875,58.375,371.8836360010707,1.0,1357.71,125.61999999999989
9,708.0,461.07,1110.6,78.66666666666667,51.23,123.39999999999999,4.823502180305079,6372.0,4149.63,326437.56,1.5355585919708505,0.651228813559322,4030.0933333333332,120.79727590170691,51.230000000000004,78.66666666666667,33.362452118644065,1.0,1281.31,170.71000000000004
9,885.0,1764.97,1694.37,98.33333333333333,196.10777777777778,188.26333333333332,5.243139343380518,7965.0,15884.73,1561998.45,0.5014249533986413,1.994316384180791,19283.931481481482,49.30678708419973,196.10777777777776,98.33333333333334,391.1009542875079,1.0,1772.43,78.06000000000017
6,855.0,591.35,1339.72,142.5,98.55833333333334,223.28666666666666,5.412924995562526,5130.0,3548.1000000000004,505604.25,1.4458442546715142,0.6916374269005848,14044.5625,206.0328062906908,98.55833333333334,142.5,68.1666320662768,1.0,1253.55,86.17000000000007
2,993.0,54.24,715.19,496.5,27.12,357.595,5.882193617961724,1986.0,108.48,53860.32,18.307522123893804,0.05462235649546828,13465.08,9089.684734513274,27.12,496.5,1.4813583081570998,1.0,739.65,24.459999999999923
5,685.0,747.14,1216.36,137.0,149.428,243.272,5.498282358514587,3425.0,3735.7,511790.89999999997,0.9168295098642825,1.0907153284671534,20471.636,125.6056428514067,149.428,137.0,162.9834101021898,1.0,1159.33,57.02999999999997
3,981.0,341.45,813.95,327.0,113.81666666666666,271.31666666666666,5.606965604808723,2943.0,1024.35,334962.45,2.87304144091375,0.34806320081549436,37218.049999999996,939.4845511787963,113.81666666666665,327.0,39.61539330615018,0.9999999999999999,1016.76,202.80999999999995
5,770.0,873.33,1502.49,154.0,174.666,300.498,5.708763382646068,3850.0,4366.650000000001,672464.1,0.8816827545143302,1.1341948051948052,26898.564,135.77914419520684,174.666,154.0,198.10526984415583,1.0,1252.18,250.30999999999995
6,697.0,651.64,1237.71,116.16666666666667,108.60666666666667,206.285,5.334094657923558,4182.0,3909.84,454193.08,1.0696089865569947,0.9349210903873745,12616.474444444446,124.25291060503756,108.60666666666667,116.16666666666667,101.53866322333812,1.0,1185.35,52.36000000000013
3,795.0,450.85,743.94,265.0,150.28333333333333,247.98000000000002,5.51737257195364,2385.0,1352.5500000000002,358425.75,1.7633359210380393,0.5671069182389937,39825.083333333336,467.2840190750804,150.28333333333333,265.0,85.22671802935011,1.0,959.98,216.03999999999996
3,606.0,1184.23,1364.54,202.0,394.74333333333334,454.84666666666664,6.122156495657278,1818.0,3552.69,717643.38,0.5117249183013435,1.954174917491749,79738.15333333334,103.36843349687138,394.74333333333334,202.0,771.3975208470847,0.9999999999999999,1174.69,189.8499999999999
3,842.0,865.37,1251.14,280.6666666666667,288.45666666666665,417.0466666666667,6.03559306903639,2526.0,2596.11,728641.54,0.9729942105688896,1.0277553444180523,80960.1711111111,273.087041766335,288.4566666666667,280.66666666666663,296.46288079968326,1.0,1149.63,101.50999999999999
7,748.0,241.73,971.31,106.85714285714286,34.53285714285714,138.75857142857143,4.939916444169177,5236.0,1692.11,180814.03999999998,3.094361477681711,0.323168449197861,3690.0824489795914,330.6546264722743,34.53285714285715,106.85714285714285,11.159929889228417,1.0,1116.89,145.58000000000015
7,624.0,148.16,905.79,89.14285714285714,21.165714285714284,129.39857142857142,4.870595694130176,4368.0,1037.12,92451.84,4.211663066954643,0.23743589743589744,1886.772244897959,375.4396791113853,21.165714285714284,89.14285714285712,5.025500366300366,0.9999999999999999,995.77,89.98000000000002
2,713.0,740.33,1048.28,356.5,370.165,524.14,6.263664893709055,1426.0,1480.66,527855.29,0.9630840300946875,1.0383309957924265,131963.8225,343.3394567287561,370.165,356.5,384.3537930575036,1.0,937.58,110.69999999999993
3,874.0,1191.4,1515.99,291.3333333333333,397.1333333333334,505.33,6.227188630627521,2622.0,3574.2000000000003,1041283.6000000001,0.7335907335907336,1.3631578947368421,115698.17777777779,213.7194337194337,397.1333333333333,291.33333333333337,541.3554385964914,1.0,1290.6,225.3900000000001
6,761.0,530.19,1120.1,126.83333333333333,88.36500000000001,186.6833333333333,5.2347561454749245,4566.0,3181.1400000000003,403474.59,1.4353345027254378,0.6967017082785809,11207.6275,182.0482594290097,88.36500000000001,126.83333333333333,61.564046452036806,1.0,1177.08,56.98000000000002
1,815.0,97.89,539.36,815.0,97.89,539.36,6.292235584101481,815.0,97.89,79780.35,8.325671672285218,0.12011042944785276,79780.35,6785.422412912452,97.89,815.0,11.757609938650306,0.9999999999999999,447.69,91.67000000000002
1,601.0,497.7,644.12,601.0,497.7,644.12,6.469436346002895,601.0,497.7,299117.7,1.2075547518585494,0.8281198003327787,299117.7,725.7404058669882,497.7,601.0,412.15522462562393,1.0,600.92,43.200000000000045
7,817.0,1127.87,1809.91,116.71428571428571,161.1242857142857,258.55857142857144,5.558982385918171,5719.0,7895.089999999999,921469.7899999999,0.7243742629913023,1.380501835985312,18805.505918367344,84.54482469484199,161.1242857142857,116.71428571428571,222.43237225039337,1.0,1466.7,343.21000000000004
1,606.0,923.0,1050.05,606.0,923.0,1050.05,6.957544943484653,606.0,923.0,559338.0,0.656554712892741,1.523102310231023,559338.0,397.8721560130011,923.0,606.0,1405.8234323432343,0.9999999999999999,822.71,227.33999999999992
1,909.0,741.82,866.07,909.0,741.82,866.07,6.765119711699015,909.0,741.82,674314.38,1.2253646437141084,0.8160836083608362,674314.38,1113.8564611361246,741.82,908.9999999999999,605.3871423542355,0.9999999999999999,813.63,52.440000000000055
3,624.0,1160.92,1459.34,208.0,386.97333333333336,486.44666666666666,6.189180882743696,1872.0,3482.76,724414.0800000001,0.5375047376218861,1.8604487179487181,80490.45333333334,111.80098542535231,386.97333333333336,208.00000000000003,719.944041880342,1.0000000000000002,1172.4,286.9399999999998
4,650.0,619.49,676.38,162.5,154.8725,169.095,5.136357104495951,2600.0,2477.96,402668.5,1.0492501896721496,0.9530615384615385,25166.78125,170.5031558217243,154.8725,162.49999999999997,147.60302311538462,1.0,1027.93,351.55000000000007
6,204.0,818.99,628.4,34.0,136.49833333333333,104.73333333333333,4.660920201092583,1224.0,4913.9400000000005,167073.96,0.24908729044310676,4.014656862745098,4640.943333333334,8.46896787506563,136.49833333333333,34.0,547.9939706699347,1.0,984.2,355.80000000000007
1,263.0,396.49,198.42,263.0,396.49,198.42,5.295413153400647,263.0,396.49,104276.87,0.6633206386037479,1.5075665399239544,104276.87,174.45332795278568,396.49,263.0,597.7350574144486,1.0,457.84,259.41999999999996
1,451.0,555.49,162.18,451.0,555.49,162.18,5.094853886000654,451.0,555.49,250525.99,0.8118958037048372,1.2316851441241685,250525.99,366.16500747088156,555.49,451.0,684.1887807095344,1.0,590.17,427.98999999999995
10,424.0,474.99,831.96,42.4,47.499,83.196,4.433147414181596,4240.0,4749.9,201395.76,0.8926503715867702,1.1202594339622642,2013.9576,37.84837575527906,47.499,42.4,53.21120285377359,1.0,1165.33,333.3699999999999
2,565.0,389.49,415.96,282.5,194.745,207.98,5.342238553605965,1130.0,778.98,220061.85,1.4506149066728284,0.6893628318584071,55015.4625,409.79871113507403,194.745,282.5,134.2499646902655,0.9999999999999999,713.3,297.34
9,397.0,348.49,913.29,44.111111111111114,38.721111111111114,101.47666666666666,4.629635130387604,3573.0,3136.41,138350.53,1.1392005509483774,0.877808564231738,1708.0312345679015,50.25140208072287,38.721111111111114,44.111111111111114,33.989722949902045,1.0,1049.15,135.86000000000013
1,532.0,413.99,355.57,532.0,413.99,355.57,5.876530574015723,532.0,413.99,220242.68,1.2850551945699171,0.7781766917293234,220242.68,683.6493635111959,413.99,532.0,322.15736860902257,1.0,538.45,182.88000000000005
2,384.0,495.49,290.36,192.0,247.745,145.18,4.984838739052246,768.0,990.98,190268.16,0.774990413530041,1.2903385416666666,47567.04,148.79815939776785,247.745,192.0,319.6749220052083,0.9999999999999999,680.01,389.65
5,754.0,489.99,765.13,150.8,97.998,153.026,5.037121419332083,3770.0,2449.95,369452.46,1.538806914426825,0.6498541114058356,14778.098400000003,232.05208269556525,97.99800000000002,150.8,63.68440320954908,1.0,1098.65,333.5200000000001
1,344.46,813.85,707.88,344.46,813.85,707.88,6.563686259739047,344.46,813.85,280338.771,0.42324752718559927,2.3626836207397086,280338.771,145.7918432143515,813.85,344.46,1922.870064739012,0.9999999999999999,694.15,13.730000000000018
3,906.3,540.03,848.42,302.09999999999997,180.01,282.8066666666667,5.648293255171205,2718.8999999999996,1620.09,489429.18899999995,1.678240097772346,0.5958622972525653,54381.02099999999,506.99633353702563,180.00999999999996,302.09999999999997,107.26117212843428,0.9999999999999999,1054.55,206.13
3,1007.56,187.52,764.64,335.8533333333333,62.50666666666667,254.88,5.544708584581937,3022.68,562.5600000000001,188937.6512,5.373080204778156,0.1861129858271468,20993.072355555552,1804.5668970420927,62.50666666666667,335.8533333333333,11.633302367435522,1.0,966.42,201.77999999999997
1,359.62,221.15,255.57,359.62,221.15,255.57,5.5474015318626,359.62,221.15,79529.963,1.6261361067148994,0.6149546743785107,79529.963,584.7910666968121,221.15000000000003,359.62,135.99722623880766,1.0,390.63,135.06
1,362.79,749.19,636.51,362.79,749.19,636.51,6.457569963184063,362.79,749.19,271798.6401,0.4842429824210147,2.0650789713057143,271798.6401,175.67851159251992,749.1900000000002,362.79,1547.1365145125283,1.0000000000000002,666.03,29.519999999999982
1,288.72,159.26,303.94,288.72,159.26,303.94,5.720115035943761,288.72,159.26,45981.5472,1.8128845912344596,0.5516070933776669,45981.5472,523.4160391812133,159.26,288.72,87.84894569132723,1.0,338.62,34.68000000000001
2,782.17,830.72,1165.44,391.085,415.36,582.72,6.369421415799545,1564.34,1661.44,649764.2624,0.941556721879815,1.0620709053019166,162441.0656,368.2287105763674,415.36,391.085,441.14177122620407,1.0,1005.78,159.66000000000008
2,623.18,347.54,625.15,311.59,173.77,312.575,5.748038565910738,1246.36,695.08,216579.9772,1.7931173390113366,0.5576879874193653,54144.9943,558.7174316625424,173.77000000000004,311.59,96.90944157386312,1.0000000000000002,721.26,96.11000000000001
3,1061.15,388.5,693.36,353.7166666666667,129.5,231.12,5.447254479322408,3183.4500000000003,1165.5,412256.775,2.7314028314028316,0.3661122367243085,45806.308333333334,966.142704847705,129.5,353.7166666666667,47.41153465579795,0.9999999999999999,1079.09,385.7299999999999
1,252.75,285.5,331.74,252.75,285.5,331.74,5.807361404231597,252.75,285.5,72160.125,0.8852889667250438,1.129574678536103,72160.125,223.7567863397548,285.5,252.75,322.49357072205737,1.0,397.39,65.64999999999998
3,1020.39,250.62,779.08,340.13,83.54,259.6933333333333,5.563344748435012,3061.17,751.86,255730.1418,4.071462772324635,0.24561197189309972,28414.4602,1384.8266327507781,83.54,340.13,20.51842413194955,1.0,1001.7,222.62
1,257.97,816.81,738.01,257.97,816.81,738.01,6.605311452656377,257.97,816.81,210712.4757,0.31582620193190586,3.166298406791487,210712.4757,81.47368531237376,816.81,257.97,2586.264201651354,1.0,671.94,66.06999999999994
3,1025.03,592.55,992.4,341.6766666666667,197.51666666666665,330.8,5.8045323777563445,3075.09,1777.6499999999999,607381.5264999999,1.7298624588642308,0.5780806415421987,67486.83627777778,591.0536387365343,197.51666666666665,341.6766666666666,114.18056138194328,0.9999999999999999,1136.1,143.69999999999993
2,794.32,402.31,671.06,397.16,201.155,335.53,5.818687298156949,1588.64,804.62,319562.8792,1.9743978524023764,0.5064835330849028,79890.7198,784.1518510601279,201.155,397.16,101.88169509769362,1.0,827.03,155.97000000000003
1,276.85,485.54,361.66,276.85,485.54,361.66,5.893465756225879,276.85,485.54,134421.749,0.57018989166701,1.7538016976702184,134421.749,157.85707150801173,485.54,276.85,851.5408762867979,1.0,507.47,145.81
2,851.68,473.96,650.68,425.84,236.98,325.34,5.787939782662924,1703.36,947.92,403662.25279999996,1.7969448898641236,0.5565000939319933,100915.56319999999,765.2110118997383,236.98000000000002,425.84,131.87939226000375,1.0000000000000002,884.8,234.12
3,859.12,611.07,960.47,286.37333333333333,203.69000000000003,320.1566666666667,5.771929062219984,2577.36,1833.21,524982.4584,1.4059273078370726,0.7112743272185492,58331.384266666675,402.62008956966196,203.69,286.3733333333334,144.8794677111463,1.0,1058.06,97.58999999999992
3,1317.07,476.87,787.42,439.0233333333333,158.95666666666668,262.4733333333333,5.573952161089141,3951.21,1430.6100000000001,628071.1709,2.761905760479795,0.36206883461015743,69785.68565555556,1212.5410733183746,158.95666666666668,439.02333333333337,57.553255053515265,1.0,1248.95,461.5300000000001
1,388.1,827.37,741.46,388.1,827.37,741.46,6.609968997171832,388.1,827.37,321102.297,0.46907671295792697,2.1318474619943313,321102.297,182.04867229897147,827.37,388.1,1763.8266346302498,1.0,713.06,28.40000000000009
