trip_duration_days,miles_traveled,total_receipts_amount,expected_output,miles_per_day,receipts_per_day,reimbursement_per_day,log1p_miles_per_day,log1p_receipts_per_day,log1p_reimbursement_per_day,log1p_miles_per_day_x_log1p_receipts_per_day,log1p_miles_per_day_x_miles_per_day,log1p_miles_per_day_x_receipts_per_day,log1p_miles_per_day_x_trip_duration_days,log1p_receipts_per_day_x_miles_per_day,log1p_receipts_per_day_x_receipts_per_day,log1p_receipts_per_day_x_trip_duration_days,miles_per_day_x_receipts_per_day,miles_per_day_x_trip_duration_days,receipts_per_day_x_trip_duration_days
3,177.0,18.73,430.86,59.0,6.243333333333333,143.62,4.0943445622221,1.9800815056002286,4.974109612746806,8.107135945210846,241.56632917110392,25.562357883473315,12.2830336866663,116.82480883041349,12.36230886663076,5.940244516800686,368.3566666666667,177.0,18.73
1,141.0,10.15,195.14,141.0,10.15,195.14,4.955827057601261,2.411439497906128,5.2788286899641745,11.950677111491588,698.7716151217778,50.3016446346528,4.955827057601261,340.01296920476403,24.476110903747198,2.411439497906128,1431.15,141.0,10.15
1,58.0,5.86,117.24,58.0,5.86,117.24,4.07753744390572,1.925707441737794,4.772716457199891,7.852144199693747,236.49717174653173,23.894369421287518,4.07753744390572,111.69103162079205,11.284645608583473,1.925707441737794,339.88,58.0,5.86
1,133.0,8.34,179.06,133.0,8.34,179.06,4.897839799950911,2.234306252240751,5.193290128680331,10.94327408750391,651.4126933934712,40.8479839315906,4.897839799950911,297.1627315480199,18.634114143687864,2.234306252240751,1109.22,133.0,8.34
1,59.0,8.31,120.65,59.0,8.31,120.65,4.0943445622221,2.231089091288976,4.801148069229532,9.134847488752065,241.56632917110392,34.02400331206566,4.0943445622221,131.63425638604957,18.54035034861139,2.231089091288976,490.29,59.0,8.31
2,89.0,13.85,234.2,44.5,6.925,117.1,3.817712325956905,2.0700223197633445,4.771531723203316,7.902749725166426,169.88819850508227,26.437657857251565,7.63542465191381,92.11599322946883,14.33490456436116,4.140044639526689,308.16249999999997,89.0,13.85
2,147.0,17.43,325.56,73.5,8.715,162.78,4.310799125385514,2.2736710828294036,5.098524063842042,9.801339315275326,316.84373571583524,37.568614377734754,8.621598250771028,167.11482458796115,19.81504348685825,4.547342165658807,640.5525,147.0,17.43
5,130.0,306.9,574.1,26.0,61.379999999999995,114.82000000000001,3.295836866004329,4.133244711179657,4.752037261797644,13.622500295323329,85.69175851611256,202.2984668353457,16.479184330021646,107.46436249067108,253.6985603722073,20.666223555898284,1595.8799999999999,130.0,306.9
5,173.0,1337.9,1443.96,34.6,267.58000000000004,288.79200000000003,3.572345637857985,5.593148821153029,5.669163424260554,19.980660793136554,123.60315906988629,955.8882457780397,17.861728189289924,193.52294921189483,1496.6147615641278,27.965744105765147,9258.268000000002,173.0,1337.9
5,592.0,433.75,869.0,118.4,86.75,173.8,4.782479200958502,4.4744918623459755,5.163642463221435,21.3991642665277,566.2455373934866,414.88007068315005,23.91239600479251,529.7798365017635,388.16216905851337,22.372459311729877,10271.2,592.0,433.75
5,679.0,476.08,1030.41,135.8,95.216,206.08200000000002,4.918520005188451,4.566595664008315,5.33311485009021,22.460892129031734,667.9350167045916,468.3218008140235,24.592600025942254,620.1436911723292,434.81297274421576,22.832978320041576,12930.3328,679.0,476.08
5,708.0,1129.52,1654.62,141.6,225.904,330.924,4.960043507980195,5.424527020541824,5.8049060270486486,26.905890032101624,702.3421607299956,1120.493668626758,24.800217539900977,768.1130261087222,1225.4223520484802,27.12263510270912,31988.0064,708.0,1129.52
5,261.0,464.94,621.12,52.2,92.988,124.224,3.9740583963475986,4.543167114546359,4.830104133585921,18.054811417573248,207.44584828934467,369.5397421595705,19.870291981737992,237.15332337931994,422.4600236474368,22.71583557273179,4853.9736,261.0,464.94
5,794.0,511.0,1139.94,158.8,102.2,227.988,5.073923033332174,4.636668853047462,5.433669600434495,23.526100891411392,805.7389776931493,518.5549340065483,25.36961516666087,736.303013863937,473.8675567814507,23.18334426523731,16229.360000000002,794.0,511.0
5,521.0,1448.55,1624.01,104.2,289.71,324.802,4.65586330030361,5.672326206697975,5.786289834884523,26.40957541311549,485.1409558916361,1348.8501567309586,23.279316501518046,591.0563907379291,1643.3296253424703,28.361631033489875,30187.782,521.0,1448.55
5,595.0,863.93,1231.67,119.0,172.786,246.334,4.787491742782046,5.157824657227743,5.510739649913428,24.693042957195456,569.7115173910635,827.2115482683386,23.937458713910228,613.7811342101014,891.1998912237528,25.789123286138715,20561.534,595.0,863.9300000000001
5,811.0,952.39,1608.6,162.2,190.478,321.71999999999997,5.094976442530006,5.254772919514672,5.776785074205901,26.77294423577188,826.405178978367,970.4809228202306,25.47488221265003,852.3241675452798,1000.9186361633158,26.27386459757336,30895.5316,811.0,952.3900000000001
5,477.0,704.42,1045.96,95.4,140.884,209.192,4.5685062016165,4.955009822347029,5.348021398727152,22.636993102463073,435.8354916342141,643.6294277085389,22.8425310080825,472.7079370519066,698.0816038115388,24.775049111735147,13440.3336,477.0,704.42
5,730.0,485.73,991.49,146.0,97.146,198.298,4.990432586778736,4.586456165943967,5.294801192045466,22.888400308359035,728.6031576696954,484.8005640752071,24.952162933893682,669.6226002278192,445.5558706967926,22.932280829719836,14183.316,730.0,485.73
5,262.0,1173.79,1485.59,52.4,234.75799999999998,297.118,3.977810745966149,5.462805855190199,5.697489381283087,21.730007833902373,208.4372830886262,933.8228951015211,19.889053729830746,286.2510268119664,1282.4373769527406,27.314029275950993,12301.319199999998,262.0,1173.79
5,446.0,219.98,788.62,89.2,43.995999999999995,157.724,4.502029427068578,3.8065735969305794,5.0671668448319105,17.137306349683755,401.58102489451716,198.07128667330915,22.51014713534289,339.54636484620767,167.47401197055774,19.032867984652896,3924.4431999999997,446.0,219.97999999999996
5,751.0,407.43,1063.46,150.2,81.486,212.692,5.018603463745433,4.412628581970779,5.364535725966906,22.14523308570065,753.794240254564,408.94592184676037,25.093017318727163,662.776813012011,359.5674526304709,22.063142909853894,12239.1972,751.0,407.43
5,324.0,128.94,686.54,64.8,25.788,137.308,4.186619838331271,3.287954026047804,4.929483082261659,13.76541355297291,271.29296552386637,107.96455239088682,20.933099191656357,213.0594208878977,84.78975842372077,16.43977013023902,1671.0624,324.0,128.94
5,414.0,967.0,1368.94,82.8,193.4,273.788,4.428433007488037,5.2699178920263385,5.615999891272443,23.337478339801216,366.6742530200094,856.4589436481864,22.142165037440186,436.34920145978083,1019.2021203178939,26.349589460131693,16013.52,414.0,967.0
5,367.0,290.78,742.25,73.4,58.15599999999999,148.45,4.309455941839047,4.080178022304523,5.006961888729947,17.583347421981316,316.314066130986,250.62071975359154,21.547279709195234,299.485066837152,237.2868330651418,20.400890111522614,4268.6503999999995,367.0,290.78
5,764.0,848.75,1468.46,152.8,169.75,293.692,5.035653057071544,5.140200498450899,5.685930743124759,25.884266353984945,769.447787120532,854.8021064378946,25.178265285357718,785.4226361632975,872.5490346120401,25.701002492254496,25937.800000000003,764.0,848.75
5,249.0,873.75,1185.24,49.8,174.75,237.048,3.927896354584436,5.169062530690774,5.4724723340089305,20.303541870919293,195.6092384583049,686.3998879636302,19.63948177292218,257.41931402840055,903.2936772382128,25.84531265345387,8702.55,249.0,873.75
8,862.0,1817.85,1719.37,107.75,227.23125,214.92125,4.689051669968793,5.430359369331954,5.37491375787417,25.46323566929668,505.24531743913747,1065.4990722815962,37.51241335975035,585.121222045518,1233.9473474425115,43.44287495465563,24484.1671875,862.0,1817.85
11,927.0,1994.33,1779.12,84.27272727272727,181.30272727272725,161.7381818181818,4.445854676207854,5.205668641927772,5.092142662895554,23.143646274503173,374.6642986222437,806.0455778546917,48.90440143828639,438.6958937333676,943.8019220596192,57.26235506120549,15278.875289256195,926.9999999999999,1994.3299999999997
9,602.0,186.69,1085.4,66.88888888888889,20.743333333333332,120.60000000000001,4.217872381835376,3.079307197139895,4.800736969532067,12.988124782003263,282.12879709609956,87.49273277387181,37.96085143651838,205.9714369642463,63.87509562600522,27.713764774259054,1387.4985185185185,602.0,186.69
8,610.0,208.29,841.27,76.25,26.03625,105.15875,4.347046915777855,3.297178558125374,4.664935615274901,14.332989881867782,331.46232732806146,113.18080026092117,34.77637532622284,251.40986505705976,85.84616523399177,26.377428465002993,1985.2640625,610.0,208.29
12,333.0,1103.21,1618.13,27.75,91.93416666666667,134.84416666666667,3.3586377672433594,4.53189135717949,4.911508395433805,15.220981469266802,93.20219804100323,308.77356426671224,40.303653206920316,125.75998516173085,416.6356553461655,54.38269628615389,2551.1731250000003,333.0,1103.21
8,435.0,1129.65,1525.26,54.375,141.20625,190.6575,4.0141282283652995,4.9572784685833,5.25570992489858,19.899151436607728,218.26822241736315,566.8199941466077,32.113025826922396,269.5520167292169,699.9987027543906,39.6582277486664,7678.089843750001,435.0,1129.65
9,218.0,1203.45,1561.63,24.22222222222222,133.71666666666667,173.51444444444445,3.2277254401451834,4.9031738075117435,5.16200751440265,15.826098835959177,78.18268288351666,431.60068677141345,29.04952896130665,118.76576555972889,655.6360576277787,44.12856426760569,3238.9148148148147,218.0,1203.45
12,781.0,1159.18,1752.72,65.08333333333333,96.59833333333334,146.06,4.190916571846848,4.580860416770509,4.990840666768076,19.198003833960783,272.758820217699,404.83555597945247,50.29099886216217,298.1376654581473,442.50348149266995,54.97032500124611,6286.941527777778,781.0,1159.18
11,916.0,1036.91,2098.07,83.27272727272727,94.26454545454546,190.73363636363638,4.434058292767484,4.556657710532307,5.2561070982154146,20.204485908688675,369.2361269250014,417.9744894866847,48.77464122044233,379.44531480432664,429.5312678752777,50.123234815855376,7849.665785123966,915.9999999999999,1036.91
10,358.0,2066.62,1624.11,35.8,206.66199999999998,162.411,3.6054978451748854,5.335911757956734,5.096268499621494,19.23861834535634,129.07682285726088,745.1193956795321,36.05497845174885,191.02564093485105,1102.7301957228544,53.35911757956734,7398.499599999998,358.0,2066.62
12,566.0,2013.7,1752.03,47.166666666666664,167.80833333333334,146.0025,3.874667218884377,5.12876394903176,4.990449593436844,19.872253546709345,182.75513715737978,650.2014482222892,46.49600662661253,241.906699595998,860.6493303471046,61.54516738838112,7914.959722222222,566.0,2013.7
9,954.0,1483.39,2024.2,106.0,164.82111111111112,224.91111111111113,4.672828834461906,5.1109095633718775,5.420141608236528,23.88240557805122,495.31985645296203,770.1808405280497,42.05545951015715,541.756413717419,842.3857930233567,45.9981860703469,17471.03777777778,954.0,1483.39
9,534.0,1929.94,1624.87,59.333333333333336,214.4377777777778,180.5411111111111,4.099884742597716,5.372672133642207,5.20148213555519,22.0273365076996,243.25982806079784,879.1701733476708,36.898962683379445,318.7785465961043,1152.103873066827,48.35404920277986,12723.30814814815,534.0,1929.94
12,765.0,1343.97,1953.03,63.75,111.9975,162.7525,4.1705337005796475,4.727365694573798,5.098356141574392,19.715637944184138,265.8715234119525,467.08934813066907,50.04640440695577,301.36956302907964,529.4531393780289,56.72838833488558,7139.840625,765.0,1343.97
8,630.0,967.69,1388.05,78.75,120.96125,173.50625,4.378896741664954,4.803703371329584,5.161960557619993,21.034921040640064,344.8381184061151,529.6768234927199,35.03117393331963,378.2916404922047,581.0619644252406,38.42962697063667,9525.698437500001,630.0,967.69
10,909.0,696.0,1505.19,90.9,69.6,150.519,4.520701029361642,4.257030144499196,5.020711029627183,19.244760556261056,410.93172356897327,314.64079164357025,45.20701029361642,386.9640401349769,296.28929805714404,42.57030144499196,6326.64,909.0,696.0
10,223.0,745.89,1037.45,22.3,74.589,103.745,3.1484533605716547,4.325310769953448,4.651528824966109,13.618039229176704,70.2105099407479,234.83998771167916,31.484533605716546,96.45443016996188,322.6206050200577,43.253107699534475,1663.3347,223.0,745.89
8,467.0,1178.71,1483.33,58.375,147.33875,185.41625,4.083873262354805,4.999498509685339,5.227982076563288,20.41731828888665,238.39610168996174,601.7127816337791,32.67098609883844,291.8457255028817,736.6198610439008,39.995988077482714,8600.899531250001,467.0,1178.71
9,708.0,461.07,1110.6,78.66666666666667,51.23,123.39999999999999,4.377851263263401,3.955657042448207,4.823502180305079,17.317278180318652,344.39096604338755,224.277320216984,39.40066136937061,311.17835400592566,202.64831028462163,35.600913382033866,4030.0933333333332,708.0,461.07
9,885.0,1764.97,1694.37,98.33333333333333,196.10777777777778,188.26333333333332,4.598481197837295,5.283750674454575,5.243139343380518,24.297228130539487,452.1839844540006,901.7979288607655,41.38633078053565,519.5688163213665,1036.1846030991214,47.553756070091175,19283.931481481482,885.0,1764.97
6,855.0,591.35,1339.72,142.5,98.55833333333334,223.28666666666666,4.966335035199676,4.600743737035178,5.412924995562526,22.84883480921329,707.7027425159538,489.4737038442214,29.798010211198054,655.6059825275129,453.4416348159588,27.60446242221107,14044.5625,855.0,591.35
2,993.0,54.24,715.19,496.5,27.12,357.595,6.209595556598647,3.336481066942464,5.882193617961724,20.71819800796144,3083.0641938512285,168.40423149495533,12.419191113197295,1656.5628497369335,90.48536653547963,6.672962133884928,13465.08,993.0,54.24
5,685.0,747.14,1216.36,137.0,149.428,243.272,4.927253685157205,5.013484564400982,5.498282358514587,24.702710295423504,675.0337548665372,736.2696636656708,24.636268425786024,686.8473853229345,749.1549714893099,25.06742282200491,20471.636,685.0,747.14
3,981.0,341.45,813.95,327.0,113.81666666666666,271.31666666666666,5.793013608384144,4.743336653371095,5.606965604808723,27.47821378212606,1894.315449941615,659.341498860922,17.379040825152433,1551.071085652348,539.8707667645201,14.230009960113286,37218.049999999996,981.0,341.45
5,770.0,873.33,1502.49,154.0,174.666,300.498,5.043425116919247,5.168584464799638,5.708763382646068,26.067368708689116,776.687468005564,880.9148914718171,25.217125584596232,795.9620075791443,902.7759741286935,25.842922323998188,26898.564,770.0,873.3299999999999
6,697.0,651.64,1237.71,116.16666666666667,108.60666666666667,206.285,4.76359742258261,4.696898199914621,5.334094657923558,22.374132159246187,553.3712339233465,517.358437408622,28.581584535495658,545.6230075567485,510.11445716539396,28.181389199487725,12616.474444444446,697.0,651.64
3,795.0,450.85,743.94,265.0,150.28333333333333,247.98000000000002,5.583496308781699,5.019154458304526,5.51737257195364,28.02443039114853,1479.6265218271503,839.1064369380763,16.7504889263451,1330.0759314506995,754.2952625088652,15.057463374913578,39825.083333333336,795.0,450.85
3,606.0,1184.23,1364.54,202.0,394.74333333333334,454.84666666666664,5.313205979041787,5.980765852967516,6.122156495657278,31.77704088923596,1073.267607766441,2097.352638853552,15.939617937125362,1208.1147022994382,2360.867448686574,17.94229755890255,79738.15333333334,606.0,1184.23
3,842.0,865.37,1251.14,280.6666666666667,288.45666666666665,417.0466666666667,5.640724338689064,5.668005602447259,6.03559306903639,31.971657153550225,1583.1632977253973,1627.104540323785,16.92217301606719,1590.8202390868641,1634.974002729928,17.004016807341777,80960.1711111111,842.0,865.3699999999999
7,748.0,241.73,971.31,106.85714285714286,34.53285714285714,138.75857142857143,4.680807600193711,3.5704578217409235,4.939916444169177,16.712626108176,500.17772642069946,161.6416601706894,32.76565320135598,381.528921523173,123.2981098927762,24.993204752186465,3690.0824489795914,748.0,241.72999999999996
7,624.0,148.16,905.79,89.14285714285714,21.165714285714284,129.39857142857142,4.5013957134859,3.098546693516453,4.870595694130176,13.94778480423087,401.26727503074306,95.27525555858156,31.509769994401303,276.2133052506095,65.58295401591394,21.68982685461517,1886.772244897959,624.0,148.16
2,713.0,740.33,1048.28,356.5,370.165,524.14,5.879135362134062,5.916646707673475,6.263664893709055,34.7847668843372,2095.911756600793,2176.2501413243554,11.758270724268124,2109.284551285594,2190.1355285459517,11.83329341534695,131963.8225,713.0,740.33
3,874.0,1191.4,1515.99,291.3333333333333,397.1333333333334,505.33,5.677894703704073,5.986786957556871,6.227188630627521,33.99234595851678,1654.1599903457866,2254.881249997678,17.03368411111222,1744.1506003015681,2377.5526604110855,17.960360872670613,115698.17777777779,874.0,1191.4
6,761.0,530.19,1120.1,126.83333333333333,88.36500000000001,186.6833333333333,4.8507273321392015,4.492729106642342,5.2347561454749245,21.793003873487343,615.2339166263221,428.63452070448056,29.10436399283521,569.827808359137,397.00000750845055,26.95637463985405,11207.6275,761.0,530.19
1,815.0,97.89,539.36,815.0,97.89,539.36,6.704414354964107,4.5940081212819,6.292235584101481,30.800133995144055,5464.097699295747,656.2951212074364,6.704414354964107,3744.1166188447482,449.7074549922852,4.5940081212819,79780.35,815.0,97.89
1,601.0,497.7,644.12,601.0,497.7,644.12,6.400257445308821,6.212004712552077,6.469436346002895,39.75842941180491,3846.5547246306014,3185.4081305302,6.400257445308821,3733.414832243798,3091.714745437169,6.212004712552077,299117.7,601.0,497.7
7,817.0,1127.87,1809.91,116.71428571428571,161.1242857142857,258.55857142857144,4.768260380854159,5.088363236855342,5.558982385918171,24.262640825692152,556.524104451121,768.2825479648542,33.37782266597911,593.884680644402,819.8588919931476,35.61854265798739,18805.505918367344,817.0,1127.87
1,606.0,923.0,1050.05,606.0,923.0,1050.05,6.408528791059498,6.828712071641684,6.957544943484653,43.76199791697128,3883.568447382056,5915.072074147917,6.408528791059498,4138.199515414861,6302.901242125275,6.828712071641684,559338.0,606.0,923.0
1,909.0,741.82,866.07,909.0,741.82,866.07,6.813444599510896,6.610453754264164,6.765119711699015,45.039960432307694,6193.421140955405,5054.349472809173,6.813444599510896,6008.902462626124,4903.766803988242,6.610453754264164,674314.38,909.0,741.82
3,624.0,1160.92,1459.34,208.0,386.97333333333336,486.44666666666666,5.342334251964811,5.960936608739024,6.189180882743696,31.84531581865745,1111.2055244086807,2067.340893263663,16.027002755894433,1239.874814617717,2306.723509272436,17.88280982621707,80490.45333333334,624.0,1160.92
4,650.0,619.49,676.38,162.5,154.8725,169.095,5.096812990337308,5.049038365379201,5.136357104495951,25.73400432937616,828.2321109298125,789.3561698460147,20.387251961349232,820.4687343741201,781.9571942421903,20.196153461516804,25166.78125,650.0,619.49
6,204.0,818.99,628.4,34.0,136.49833333333333,104.73333333333333,3.5553480614894135,4.923611795821042,4.660920201092583,17.505153653798754,120.88183409064006,485.29908481320246,21.332088368936482,167.40280105791544,672.0648041099125,29.541670774926253,4640.943333333334,204.0,818.99
1,263.0,396.49,198.42,263.0,396.49,198.42,5.575949103146316,5.985169776545233,5.295413153400647,33.37300204770583,1466.4746141274811,2210.808059906483,5.575949103146316,1574.0996512313964,2373.0599647024196,5.985169776545233,104276.87,263.0,396.49
1,451.0,555.49,162.18,451.0,555.49,162.18,6.113682179832232,6.321649201102216,5.094853886000654,38.64855406792928,2757.2706631043366,3396.0893140750063,6.113682179832232,2851.0637896970993,3511.6129147202696,6.321649201102216,250525.99,451.0,555.49
10,424.0,474.99,831.96,42.4,47.499,83.196,3.770459441106359,3.8815431791741712,4.433147414181596,14.635201125979247,159.86748030290963,179.09305299311097,37.704594411063596,164.57743079698486,184.36941946759396,38.815431791741716,2013.9576,424.0,474.99
2,565.0,389.49,415.96,282.5,194.745,207.98,5.647212123167807,5.276812791760527,5.342238553605965,29.79928116931701,1595.3374247949055,1099.7663249263146,11.294424246335614,1490.699613672349,1027.632907131404,10.553625583521054,55015.4625,565.0,389.49
9,397.0,348.49,913.29,44.111111111111114,38.721111111111114,101.47666666666666,3.8091285822655134,3.6818828123786465,4.629635130387604,14.024765057183634,168.0248941288232,147.4936910704121,34.28215724038962,162.41194183492476,142.56659347620385,33.13694531140782,1708.0312345679015,397.0,348.49
1,532.0,413.99,355.57,532.0,413.99,355.57,6.278521424165844,6.028254423554833,5.876530574015723,37.84852454861154,3340.173397656229,2599.245084390418,6.278521424165844,3207.0313533311714,2495.6370488074654,6.028254423554833,220242.68,532.0,413.99
2,384.0,495.49,290.36,192.0,247.745,145.18,5.262690188904886,5.516428275334172,4.984838739052246,29.031252962398646,1010.436516269738,1303.805180850241,10.525380377809771,1059.154228864161,1366.6675230726644,11.032856550668344,47567.04,384.0,495.49
5,754.0,489.99,765.13,150.8,97.998,153.026,5.02256386496153,4.595099647910325,5.037121419332083,23.079181447491845,757.4026308361988,492.2012136385,25.11281932480765,692.941026904877,450.310575295916,22.975498239551623,14778.098400000003,754.0,489.99
1,344.46,813.85,707.88,344.46,813.85,707.88,5.844876862265139,6.703004047221998,6.563686259739047,39.178233263277434,2013.3262839758495,4756.8530343544835,5.844876862265139,2308.916774106089,5455.239843831623,6.703004047221998,280338.771,344.46,813.85
3,906.3,540.03,848.42,302.09999999999997,180.01,282.8066666666667,5.714062784063757,5.198552278358462,5.648293255171205,29.70485410477794,1726.218367065661,1028.588441759317,17.142188352191273,1570.482643292091,935.7913956273067,15.595656835075385,54381.02099999999,906.3,540.03
3,1007.56,187.52,764.64,335.8533333333333,62.50666666666667,254.88,5.8196476229591125,4.15114488726455,5.544708584581937,24.158200475728012,1954.5480529962276,363.76677408576427,17.458942868877337,1394.1758475374234,259.4742297532828,12.45343466179365,20993.072355555552,1007.56,187.52
1,359.62,221.15,255.57,359.62,221.15,255.57,5.887824772348222,5.403352829381918,5.5474015318626,31.813994642572712,2117.3795446318677,1302.0924484048094,5.887824772348222,1943.1537445023253,1194.9514782178112,5.403352829381918,79529.963,359.62,221.15
1,362.79,749.19,636.51,362.79,749.19,636.51,5.896576778075664,6.620326507780219,6.457569963184063,39.037263549055595,2139.21908931807,4417.656356366507,5.896576778075664,2401.788253757586,4959.882416363863,6.620326507780219,271798.6401,362.79,749.19
1,288.72,159.26,303.94,288.72,159.26,303.94,5.668914939327125,5.076797496349925,5.720115035943761,28.779933170996635,1636.7291212825278,902.831393237238,5.668914939327125,1465.7729731461504,808.5307692686889,5.076797496349925,45981.5472,288.72,159.26
2,782.17,830.72,1165.44,391.085,415.36,582.72,5.97147865301947,6.0315502706472675,6.369421415799545,36.01727368578396,2335.3557290161193,2480.313373318167,11.94295730603894,2358.8488375960865,2505.264720416049,12.063100541294535,162441.0656,782.17,830.72
2,623.18,347.54,625.15,311.59,173.77,312.575,5.744892427712417,5.16347082377827,5.748038565910738,29.663584436237777,1790.0510315509118,998.2899571635867,11.489784855424833,1608.885873981071,897.25632504795,10.32694164755654,54144.9943,623.18,347.54
3,1061.15,388.5,693.36,353.7166666666667,129.5,231.12,5.871319348740704,4.871373226762748,5.447254479322408,28.60138788122956,2076.783508972066,760.3358556619211,17.61395804622211,1723.0858998597637,630.8428328657759,14.614119680288244,45806.308333333334,1061.15,388.5
1,252.75,285.5,331.74,252.75,285.5,331.74,5.536349530355997,5.6577385361547945,5.807361404231597,31.32321808751762,1399.3123437974782,1580.6277909166372,5.536349530355997,1429.9934150131244,1615.2843520721938,5.6577385361547945,72160.125,252.75,285.5
3,1020.39,250.62,779.08,340.13,83.54,259.6933333333333,5.8322636363047415,4.437224795138644,5.563344748435012,25.87906481879687,1983.7278306163316,487.22730417689814,17.496790908914225,1509.233269570507,370.68575938588236,13.311674385415934,28414.4602,1020.39,250.62
1,257.97,816.81,738.01,257.97,816.81,738.01,5.5567122248748815,6.706630035784371,6.605311452656377,37.266813107556075,1433.4650526509733,4538.778112400051,5.5567122248748815,1730.1093503312943,5478.042479529032,6.706630035784371,210712.4757,257.97,816.81
3,1025.03,592.55,992.4,341.6766666666667,197.51666666666665,330.8,5.8367873398005665,5.2908730596588,5.8045323777563445,30.881700891108373,1994.2940423052582,1152.8627793996084,17.5103620194017,1807.7678707806867,1045.0356105002738,15.8726191789764,67486.83627777778,1025.03,592.55
2,794.32,402.31,671.06,397.16,201.155,335.53,5.9868539345502985,5.309034729889232,5.818687298156949,31.78441546130153,2377.7389086459966,1204.2856032044654,11.973707869100597,2108.5362333228077,1067.9388810908686,10.618069459778464,79890.7198,794.32,402.31
1,276.85,485.54,361.66,276.85,485.54,361.66,5.62708139972593,6.187319118184521,5.893465756225879,34.816548324104765,1557.857485514124,2732.1731028229283,5.62708139972593,1712.959297869385,3004.1909246433124,6.187319118184521,134421.749,276.85,485.54
