trip_duration_days,miles_traveled,total_receipts_amount,expected_output,human_model_output,miles_per_day,receipts_per_day,reimbursement_per_day,log1p_reimbursement_per_day,log1p_miles_traveled,log1p_trip_duration_days,log1p_total_receipts_amount,log1p_miles_per_day,log1p_receipts_per_day,miles_sq,receipts_sq,duration_sq,miles_x_duration,receipts_x_duration,miles_x_receipts,miles_per_receipt,log1p_miles_per_day_x_log1p_receipts_per_day,log1p_miles_per_day_x_miles_per_day,log1p_miles_per_day_x_receipts_per_day,log1p_miles_per_day_x_miles_per_receipt,log1p_receipts_per_day_x_miles_per_day,log1p_receipts_per_day_x_receipts_per_day,log1p_receipts_per_day_x_miles_per_receipt,miles_per_day_x_receipts_per_day,miles_per_day_x_miles_per_receipt,receipts_per_day_x_miles_per_receipt,log1p_miles_per_day_x_trip_duration_days,log1p_receipts_per_day_x_trip_duration_days,predicted_output,error
2,202.0,21.24,356.17,257.6290524299973,101.0,10.62,178.085,5.187860553465462,5.313205979041787,1.0986122886681098,3.1018924693823817,4.624972813284271,2.4527277514237653,40804.0,451.1375999999999,4,404.0,42.48,4290.48,9.510357815442562,11.343799168722775,467.1222541417113,49.11721127707895,43.98514634102744,247.7255028938003,26.047968720120387,23.32631853990587,1072.62,960.5461393596988,101.0,9.249945626568541,4.905455502847531,356.03,0.1400000000000432
3,80.0,21.05,366.87,257.6517181727622,26.666666666666668,7.016666666666667,122.29,4.814539303880461,4.394449154672439,1.3862943611198906,3.093312601892855,3.3202283191284883,2.0815227078836607,6400.0,443.1025,9,240.0,63.150000000000006,1684.0,3.8004750593824226,6.911130641624346,88.53942184342635,23.29693537255156,12.618444918303043,55.50727221023095,14.605351000317018,7.910775136850017,187.11111111111111,101.34600158353128,26.666666666666664,9.960684957385464,6.244568123650982,345.89,20.980000000000018
2,21.0,20.04,204.58,257.6290524299973,10.5,10.02,102.29,4.637540566018542,3.091042453358316,1.0986122886681098,3.046425387869509,2.4423470353692043,2.3997118037247684,441.0,401.60159999999996,4,42.0,40.08,420.84,1.0479041916167666,5.860929009567674,25.644643871376644,24.472317294399424,2.5593456957461727,25.19697393911007,24.04511227332218,2.5146680577954164,105.21,11.00299401197605,10.500000000000002,4.8846940707384086,4.799423607449537,204.34,0.2400000000000091
3,177.0,18.73,430.86,257.6517181727622,59.0,6.243333333333333,143.62,4.974109612746806,5.181783550292085,1.3862943611198906,2.982140320034524,4.0943445622221,1.9800815056002286,31329.0,350.8129,9,531.0,56.19,3315.21,9.450080085424453,8.107135945210846,241.56632917110392,25.562357883473315,38.69188401032097,116.82480883041349,12.36230886663076,18.711928803589988,368.3566666666667,557.5547250400427,59.0,12.2830336866663,5.940244516800686,404.79,26.069999999999993
1,141.0,10.15,195.14,262.5700197852986,141.0,10.15,195.14,5.2788286899641745,4.955827057601261,0.6931471805599453,2.411439497906128,4.955827057601261,2.411439497906128,19881.0,103.02250000000001,1,141.0,10.15,1431.15,13.891625615763546,11.950677111491588,698.7716151217778,50.3016446346528,68.84449410066776,340.01296920476403,24.476110903747198,33.498814699976755,1431.15,1958.71921182266,141.0,4.955827057601261,2.411439497906128,194.52,0.6199999999999761
1,58.0,5.86,117.24,262.5700197852986,58.0,5.86,117.24,4.772716457199891,4.07753744390572,0.6931471805599453,1.925707441737794,4.07753744390572,1.925707441737794,3364.0,34.339600000000004,1,58.0,5.86,339.88,9.897610921501705,7.852144199693747,236.49717174653173,23.894369421287518,40.3578791376334,111.69103162079205,11.284645608583473,19.059903006961097,339.88,574.0614334470989,58.0,4.07753744390572,1.925707441737794,125.72,8.480000000000004
1,133.0,8.34,179.06,262.5700197852986,133.0,8.34,179.06,5.193290128680331,4.897839799950911,0.6931471805599453,2.234306252240751,4.897839799950911,2.234306252240751,17689.0,69.5556,1,133.0,8.34,1109.22,15.947242206235012,10.94327408750391,651.4126933934712,40.8479839315906,78.10703757715481,297.1627315480199,18.634114143687864,35.631022967388475,1109.22,2120.9832134292565,133.0,4.897839799950911,2.234306252240751,183.3,4.240000000000009
1,59.0,8.31,120.65,262.5700197852986,59.0,8.31,120.65,4.801148069229532,4.0943445622221,0.6931471805599453,2.231089091288976,4.0943445622221,2.231089091288976,3481.0,69.05610000000001,1,59.0,8.31,490.29,7.099879663056558,9.134847488752065,241.56632917110392,34.02400331206566,29.069353690866894,131.63425638604957,18.54035034861139,15.840464065709934,490.29,418.8929001203369,59.0,4.0943445622221,2.231089091288976,125.22,4.569999999999993
2,89.0,13.85,234.2,257.6290524299973,44.5,6.925,117.1,4.771531723203316,4.499809670330265,1.0986122886681098,2.6979998652487085,3.817712325956905,2.0700223197633445,7921.0,191.8225,4,178.0,27.7,1232.6499999999999,6.425992779783393,7.902749725166426,169.88819850508227,26.437657857251565,24.532591841889136,92.11599322946883,14.33490456436116,13.301948480789722,308.16249999999997,285.956678700361,44.5,7.63542465191381,4.140044639526689,240.99,6.7900000000000205
2,147.0,17.43,325.56,257.6290524299973,73.5,8.715,162.78,5.098524063842042,4.997212273764115,1.0986122886681098,2.9139797716817317,4.310799125385514,2.2736710828294036,21609.0,303.8049,4,294.0,34.86,2562.21,8.433734939759036,9.801339315275326,316.84373571583524,37.568614377734754,36.356137202046504,167.11482458796115,19.81504348685825,19.1755392527781,640.5525,619.8795180722892,73.5,8.621598250771028,4.547342165658807,325.56,0.0
5,130.0,306.9,574.1,257.6517181727622,26.0,61.379999999999995,114.82000000000001,4.752037261797644,4.875197323201151,1.791759469228055,5.729775054930455,3.295836866004329,4.133244711179657,16900.0,94187.60999999999,25,650.0,1534.5,39897.0,0.42359074617139136,13.622500295323329,85.69175851611256,202.2984668353457,1.3960859973299538,107.46436249067108,253.6985603722073,1.750804211317548,1595.8799999999999,11.013359400456176,26.0,16.479184330021646,20.666223555898284,564.65,9.450000000000045
5,173.0,1337.9,1443.96,257.6517181727622,34.6,267.58000000000004,288.79200000000003,5.669163424260554,5.159055299214529,1.791759469228055,7.1996036603033335,3.572345637857985,5.593148821153029,29929.0,1789976.4100000001,25,865.0,6689.5,231456.7,0.12930712310337095,19.980660793136554,123.60315906988629,955.8882457780397,0.4619297371622927,193.52294921189483,1496.6147615641278,0.7232339831523089,9258.268000000002,4.474026459376635,34.6,17.861728189289924,27.965744105765147,1403.98,39.98000000000002
5,592.0,433.75,869.0,257.6517181727622,118.4,86.75,173.8,5.163642463221435,6.385194398997726,1.791759469228055,6.074771153234392,4.782479200958502,4.4744918623459755,350464.0,188139.0625,25,2960.0,2168.75,256780.0,1.3648414985590778,21.3991642665277,566.2455373934866,414.88007068315005,6.527326079463823,529.7798365017635,388.16216905851337,6.10697217869468,10271.2,161.5972334293948,118.39999999999999,23.91239600479251,22.372459311729877,868.78,0.22000000000002728
5,679.0,476.08,1030.41,257.6517181727622,135.8,95.216,206.08200000000002,5.33311485009021,6.522092798170152,1.791759469228055,6.167684191710468,4.918520005188451,4.566595664008315,461041.0,226652.1664,25,3395.0,2380.4,323258.32,1.4262308855654513,22.460892129031734,667.9350167045916,468.3218008140235,7.014945142671312,620.1436911723292,434.81297274421576,6.51301977789793,12930.3328,193.6821542597883,135.8,24.592600025942254,22.832978320041576,1030.32,0.09000000000014552
5,708.0,1129.52,1654.62,257.6517181727622,141.6,225.904,330.924,5.8049060270486486,6.5638555265321274,1.791759469228055,7.030432982848577,4.960043507980195,5.424527020541824,501264.0,1275815.4304,25,3540.0,5647.6,799700.16,0.6268149302358524,26.905890032101624,702.3421607299956,1120.493668626758,3.109029325421399,768.1130261087222,1225.4223520484802,3.4001745259434197,31988.0064,88.7569941213967,141.6,24.800217539900977,27.12263510270912,1583.74,70.87999999999988
5,261.0,464.94,621.12,257.6517181727622,52.2,92.988,124.224,4.830104133585921,5.568344503761097,1.791759469228055,6.144056870471156,3.9740583963475986,4.543167114546359,68121.0,216169.2036,25,1305.0,2324.7,121349.34,0.5613627564847077,18.054811417573248,207.44584828934467,369.5397421595705,2.2308883758048847,237.15332337931994,422.4600236474368,2.5503648145924194,4853.9736,29.303135888501743,52.199999999999996,19.870291981737992,22.71583557273179,657.45,36.33000000000004
5,794.0,511.0,1139.94,257.6517181727622,158.8,102.2,227.988,5.433669600434495,6.678342114654332,1.791759469228055,6.238324625039508,5.073923033332174,4.636668853047462,630436.0,261121.0,25,3970.0,2555.0,405734.0,1.553816046966732,23.526100891411392,805.7389776931493,518.5549340065483,7.883943030265648,736.303013863937,473.8675567814507,7.204530468335979,16229.360000000002,246.74598825831706,158.8,25.36961516666087,23.18334426523731,1034.03,105.91000000000008
5,521.0,1448.55,1624.01,257.6517181727622,104.2,289.71,324.802,5.786289834884523,6.257667587882639,1.791759469228055,7.279008442420112,4.65586330030361,5.672326206697975,271441.0,2098297.1025,25,2605.0,7242.75,754694.5499999999,0.35967001484242866,26.40957541311549,485.1409558916361,1348.8501567309586,1.6745744223245183,591.0563907379291,1643.3296253424703,2.0401656509541577,30187.782,37.47761554658107,104.2,23.279316501518046,28.361631033489875,1623.87,0.14000000000010004
5,595.0,863.93,1231.67,257.6517181727622,119.0,172.786,246.334,5.510739649913428,6.39024066706535,1.791759469228055,6.762648578801795,4.787491742782046,5.157824657227743,354025.0,746375.0448999999,25,2975.0,4319.65,514038.35,0.6887132059310361,24.693042957195456,569.7115173910635,827.2115482683386,3.297208786539786,613.7811342101014,891.1998912237528,3.5522619553094663,20561.534,81.9568715057933,119.00000000000001,23.937458713910228,25.789123286138715,1231.52,0.15000000000009095
5,811.0,952.39,1608.6,257.6517181727622,162.2,190.478,321.71999999999997,5.776785074205901,6.699500340161678,1.791759469228055,6.860024053938709,5.094976442530006,5.254772919514672,657721.0,907046.7121,25,4055.0,4761.95,772388.29,0.8515419103518517,26.77294423577188,826.405178978367,970.4809228202306,4.338585973069683,852.3241675452798,1000.9186361633158,4.474659370348701,30895.5316,138.12009785907034,162.20000000000002,25.47488221265003,26.27386459757336,1610.56,1.9600000000000364
5,477.0,704.42,1045.96,257.6517181727622,95.4,140.884,209.192,5.348021398727152,6.169610732491456,1.791759469228055,6.558793370107705,4.5685062016165,4.955009822347029,227529.0,496207.5363999999,25,2385.0,3522.1,336008.33999999997,0.6771528349564181,22.636993102463073,435.8354916342141,643.6294277085389,3.09357692594059,472.7079370519066,698.0816038115388,3.3552989484391884,13440.3336,64.6003804548423,95.39999999999999,22.8425310080825,24.775049111735147,1041.69,4.269999999999982
5,730.0,485.73,991.49,257.6517181727622,146.0,97.146,198.298,5.294801192045466,6.594413459749778,1.791759469228055,6.187709554553491,4.990432586778736,4.586456165943967,532900.0,235933.63290000003,25,3650.0,2428.65,354582.9,1.502892553476211,22.888400308359035,728.6031576696954,484.8005640752071,7.500083973294787,669.6226002278192,445.5558706967926,6.892950818642241,14183.316,219.4223128075268,146.0,24.952162933893682,22.932280829719836,996.35,4.860000000000014
5,262.0,1173.79,1485.59,257.6517181727622,52.4,234.75799999999998,297.118,5.697489381283087,5.572154032177765,1.791759469228055,7.068844687201073,3.977810745966149,5.462805855190199,68644.0,1377782.9641,25,1310.0,5868.95,307532.98,0.2232085807512417,21.730007833902373,208.4372830886262,933.8228951015211,0.8878814911041422,286.2510268119664,1282.4373769527406,1.2193451418565775,12301.319199999998,11.696129631365064,52.39999999999999,19.889053729830746,27.314029275950993,1418.06,67.52999999999997
5,446.0,219.98,788.62,257.6517181727622,89.2,43.995999999999995,157.724,5.0671668448319105,6.102558594613569,1.791759469228055,5.3980721996850285,4.502029427068578,3.8065735969305794,198916.0,48391.200399999994,25,2230.0,1099.8999999999999,98111.08,2.0274570415492317,17.137306349683755,401.58102489451716,198.07128667330915,9.127671263172042,339.54636484620767,167.47401197055774,7.71766444327229,3924.4431999999997,180.84916810619148,89.19999999999999,22.51014713534289,19.032867984652896,786.28,2.340000000000032
5,751.0,407.43,1063.46,257.6517181727622,150.2,81.486,212.692,5.364535725966906,6.62273632394984,1.791759469228055,6.01232054098736,5.018603463745433,4.412628581970779,564001.0,165999.2049,25,3755.0,2037.15,305979.93,1.843261419139484,22.14523308570065,753.794240254564,408.94592184676037,9.250598142681737,662.776813012011,359.5674526304709,8.133628022138907,12239.1972,276.85786515475047,150.20000000000002,25.093017318727163,22.063142909853894,944.99,118.47000000000003
5,324.0,128.94,686.54,257.6517181727622,64.8,25.788,137.308,4.929483082261659,5.783825182329737,1.791759469228055,4.867072805452385,4.186619838331271,3.287954026047804,104976.0,16625.5236,25,1620.0,644.7,41776.56,2.5127966496044674,13.76541355297291,271.29296552386637,107.96455239088682,10.520124302926416,213.0594208878977,84.78975842372077,8.261959860706442,1671.0624,162.82922289436948,64.80000000000001,20.933099191656357,16.43977013023902,694.5,7.960000000000036
5,414.0,967.0,1368.94,257.6517181727622,82.8,193.4,273.788,5.615999891272443,6.028278520230698,1.791759469228055,6.875232087276577,4.428433007488037,5.2699178920263385,171396.0,935089.0,25,2070.0,4835.0,400338.0,0.4281282316442606,23.337478339801216,366.6742530200094,856.4589436481864,1.895937192450928,436.34920145978083,1019.2021203178939,2.2562006280236857,16013.52,35.449017580144776,82.80000000000001,22.142165037440186,26.349589460131693,1342.75,26.190000000000055
5,367.0,290.78,742.25,257.6517181727622,73.4,58.15599999999999,148.45,5.006961888729947,5.908082938168931,1.791759469228055,5.676000093643749,4.309455941839047,4.080178022304523,134689.0,84553.00839999998,25,1835.0,1453.8999999999999,106716.26,1.2621225668890572,17.583347421981316,316.314066130986,250.62071975359154,5.439061595209197,299.485066837152,237.2868330651418,5.149684758875301,4268.6503999999995,92.63979640965681,73.4,21.547279709195234,20.400890111522614,755.69,13.440000000000055
5,764.0,848.75,1468.46,257.6517181727622,152.8,169.75,293.692,5.685930743124759,6.639875833826536,1.791759469228055,6.744942188576226,5.035653057071544,5.140200498450899,583696.0,720376.5625,25,3820.0,4243.75,648445.0,0.9001472754050074,25.884266353984945,769.447787120532,854.8021064378946,4.532829379207846,785.4226361632975,872.5490346120401,4.626937473716038,25937.800000000003,137.54250368188514,152.8,25.178265285357718,25.701002492254496,1468.55,0.08999999999991815
5,249.0,873.75,1185.24,257.6517181727622,49.8,174.75,237.048,5.4724723340089305,5.521460917862246,1.791759469228055,6.773938131247798,3.927896354584436,5.169062530690774,62001.0,763439.0625,25,1245.0,4368.75,217563.75,0.2849785407725322,20.303541870919293,195.6092384583049,686.3998879636302,1.1193661714352214,257.41931402840055,903.2936772382128,1.4730718971582293,8702.55,14.191931330472103,49.800000000000004,19.63948177292218,25.84531265345387,1119.08,66.16000000000008
8,862.0,1817.85,1719.37,257.6517181727622,107.75,227.23125,214.92125,5.37491375787417,6.760414691083428,2.1972245773362196,7.505959712226172,4.689051669968793,5.430359369331954,743044.0,3304578.6224999996,64,6896.0,14542.8,1566986.7,0.47418653904337543,25.46323566929668,505.24531743913747,1065.4990722815962,2.223485182778062,585.121222045518,1233.9473474425115,2.575003315105286,24484.1671875,51.093599581923705,107.75,37.51241335975035,43.44287495465563,1773.77,54.40000000000009
11,927.0,1994.33,1779.12,257.6517181727622,84.27272727272727,181.30272727272725,161.7381818181818,5.092142662895554,6.833031732786201,2.4849066497880004,7.598564729178488,4.445854676207854,5.205668641927772,859329.0,3977352.1489,121,10197.0,21937.629999999997,1848743.91,0.46481775834490785,23.143646274503173,374.6642986222437,806.0455778546917,2.066512204522161,438.6958937333676,943.8019220596192,2.4196872288272475,15278.875289256195,39.17146018052087,84.27272727272727,48.90440143828639,57.26235506120549,1818.53,39.41000000000008
9,602.0,186.69,1085.4,257.6517181727622,66.88888888888889,20.743333333333332,120.60000000000001,4.800736969532067,6.401917196727186,2.302585092994046,5.234791665668158,4.217872381835376,3.079307197139895,362404.0,34853.1561,81,5418.0,1680.21,112387.38,3.224596925384327,12.988124782003263,282.12879709609956,87.49273277387181,13.60093831412982,205.9714369642463,63.87509562600522,9.929524520211135,1387.4985185185185,215.68970545348498,66.88888888888889,37.96085143651838,27.713764774259054,981.6,103.80000000000007
8,610.0,208.29,841.27,257.6517181727622,76.25,26.03625,105.15875,4.664935615274901,6.415096959171596,2.1972245773362196,5.343720850001886,4.347046915777855,3.297178558125374,372100.0,43384.7241,64,4880.0,1666.32,127056.9,2.9286091507033465,14.332989881867782,331.46232732806146,113.18080026092117,12.730801376083786,251.40986505705976,85.84616523399177,9.656147296828836,1985.2640625,223.30644774113017,76.25,34.77637532622284,26.377428465002993,879.14,37.870000000000005
12,333.0,1103.21,1618.13,257.6517181727622,27.75,91.93416666666667,134.84416666666667,4.911508395433805,5.811140992976701,2.5649493574615367,7.006885426139311,3.3586377672433594,4.53189135717949,110889.0,1217072.3041,144,3996.0,13238.52,367368.93,0.3018464299634702,15.220981469266802,93.20219804100323,308.77356426671224,1.0137928195828887,125.75998516173085,416.6356553461655,1.367935227146935,2551.1731250000003,8.376238431486298,27.75,40.303653206920316,54.38269628615389,1614.36,3.770000000000209
8,435.0,1129.65,1525.26,257.6517181727622,54.375,141.20625,190.6575,5.25570992489858,6.077642243349034,2.1972245773362196,7.030547967569003,4.0141282283652995,4.9572784685833,189225.0,1276109.1225000003,64,3480.0,9037.2,491397.75000000006,0.3850750232372859,19.899151436607728,218.26822241736315,566.8199941466077,1.5457405208152128,269.5520167292169,699.9987027543906,1.9089241214834112,7678.089843750001,20.93845438852742,54.375,32.113025826922396,39.6582277486664,1517.15,8.1099999999999
9,218.0,1203.45,1561.63,257.6517181727622,24.22222222222222,133.71666666666667,173.51444444444445,5.16200751440265,5.389071729816501,2.302585092994046,7.0937783101929055,3.2277254401451834,4.9031738075117435,47524.0,1448291.9025,81,1962.0,10831.050000000001,262352.10000000003,0.1811458722838506,15.826098835959177,78.18268288351666,431.60068677141345,0.5846891403478748,118.76576555972889,655.6360576277787,0.8881896963210437,3238.9148148148147,4.3877555730977145,24.22222222222222,29.04952896130665,44.12856426760569,1556.92,4.710000000000036
12,781.0,1159.18,1752.72,257.6517181727622,65.08333333333333,96.59833333333334,146.06,4.990840666768076,6.661854740545311,2.5649493574615367,7.05633044447621,4.190916571846848,4.580860416770509,609961.0,1343698.2724000001,144,9372.0,13910.16,905319.5800000001,0.6737521351300056,19.198003833960783,272.758820217699,404.83555597945247,2.8236389884335376,298.1376654581473,442.50348149266995,3.086364486531658,6286.941527777778,43.8500347947112,65.08333333333333,50.29099886216217,54.97032500124611,1846.86,94.13999999999987
11,916.0,1036.91,2098.07,257.6517181727622,83.27272727272727,94.26454545454546,190.73363636363638,5.2561070982154146,6.821107472256465,2.4849066497880004,6.944964354764409,4.434058292767484,4.556657710532307,839056.0,1075182.3481,121,10076.0,11406.01,949809.56,0.8833939300421444,20.204485908688675,369.2361269250014,417.9744894866847,3.9170201812838292,379.44531480432664,429.5312678752777,4.025323762763975,7849.665785123966,73.5626218107822,83.27272727272727,48.77464122044233,50.123234815855376,2073.89,24.18000000000029
10,358.0,2066.62,1624.11,257.6517181727622,35.8,206.66199999999998,162.411,5.096268499621494,5.883322388488279,2.3978952727983707,7.634153466325981,3.6054978451748854,5.335911757956734,128164.0,4270918.2244,100,3580.0,20666.199999999997,739849.96,0.1732297180904085,19.23861834535634,129.07682285726088,745.1193956795321,0.6245793752952207,191.02564093485105,1102.7301957228544,0.9243384895861411,7398.499599999998,6.201623907636623,35.8,36.05497845174885,53.35911757956734,1602.54,21.569999999999936
12,566.0,2013.7,1752.03,257.6517181727622,47.166666666666664,167.80833333333334,146.0025,4.990449593436844,6.340359303727752,2.5649493574615367,7.608225579921863,3.874667218884377,5.12876394903176,320356.0,4054987.6900000004,144,6792.0,24164.4,1139754.2,0.28107463872473554,19.872253546709345,182.75513715737978,650.2014482222892,1.089070688726502,241.906699595998,860.6493303471046,1.44156547407855,7914.959722222222,13.25735379318336,47.166666666666664,46.49600662661253,61.54516738838112,1777.1,25.069999999999936
9,954.0,1483.39,2024.2,257.6517181727622,106.0,164.82111111111112,224.91111111111113,5.420141608236528,6.86171134048073,2.302585092994046,7.302759192435106,4.672828834461906,5.1109095633718775,910116.0,2200445.8921000003,81,8586.0,13350.51,1415154.06,0.6431214987292619,23.88240557805122,495.31985645296203,770.1808405280497,3.005196683324451,541.756413717419,842.3857930233567,3.2869358182654396,17471.03777777778,68.17087886530176,106.0,42.05545951015715,45.9981860703469,1865.71,158.49
9,534.0,1929.94,1624.87,257.6517181727622,59.333333333333336,214.4377777777778,180.5411111111111,5.20148213555519,6.282266746896006,2.302585092994046,7.565762209962342,4.099884742597716,5.372672133642207,285156.0,3724668.4036000003,81,4806.0,17369.46,1030587.9600000001,0.2766925396644455,22.0273365076996,243.25982806079784,879.1701733476708,1.1344075217608736,318.7785465961043,1152.103873066827,1.4865782974418575,12723.30814814815,16.417090686757103,59.333333333333336,36.898962683379445,48.35404920277986,1624.69,0.1799999999998363
12,765.0,1343.97,1953.03,257.6517181727622,63.75,111.9975,162.7525,5.098356141574392,6.641182169740591,2.5649493574615367,7.204126986954469,4.1705337005796475,4.727365694573798,585225.0,1806255.3609,144,9180.0,16127.64,1028137.05,0.5692091341324583,19.715637944184138,265.8715234119525,467.08934813066907,2.3739058765771786,301.36956302907964,529.4531393780289,2.6908597337358393,7139.840625,36.28708230094422,63.75,50.04640440695577,56.72838833488558,1952.94,0.08999999999991815
8,630.0,967.69,1388.05,257.6517181727622,78.75,120.96125,173.50625,5.161960557619993,6.447305862541213,2.1972245773362196,6.875944643265605,4.378896741664954,4.803703371329584,396900.0,936423.9361,64,5040.0,7741.52,609644.7000000001,0.6510349388750529,21.034921040640064,344.8381184061151,529.6768234927199,2.8508147725500113,378.2916404922047,581.0619644252406,3.127378730727441,9525.698437500001,51.26900143641042,78.75,35.03117393331963,38.42962697063667,1420.8,32.75
10,909.0,696.0,1505.19,257.6517181727622,90.9,69.6,150.519,5.020711029627183,6.813444599510896,2.3978952727983707,6.546785410760524,4.520701029361642,4.257030144499196,826281.0,484416.0,100,9090.0,6960.0,632664.0,1.3060344827586208,19.244760556261056,410.93172356897327,314.64079164357025,5.904191430588696,386.9640401349769,296.28929805714404,5.559828162858864,6326.64,118.71853448275864,90.89999999999999,45.20701029361642,42.57030144499196,1505.05,0.14000000000010004
